No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
9,,新垣宗之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
11,,平原隆也,3,■,■,■,,,13,5,2,38.5,1.67,1,0,1,0.0,0,-,19,3,4,2,13.2,23,11.0,10.0,69.6,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
14,,中道元貴,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
15,,河西敦司,3,■,■,■,,,28,11,1,39.3,3.67,9,2,1,22.2,1,0.33,16,1,0,3,10.9,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
16,,金子優海,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
18,L,吉澤玄祐,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,10.0,1.0,75.0,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
19,L,神谷昂紀,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
22,,阿部翼,3,■,■,■,,,19,12,2,63.2,4.00,0,0,0,-,1,0.33,4,0,0,0,0.0,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,警視庁フォートファイターズ,千葉ZELVA,平林康裕,,3,0,3,Win,75,54,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Home
1,,浅野晶,1,,,■,,,7,1,1,14.3,1.00,0,0,0,-,0,-,2,0,0,0,0.0,8,3.0,4.0,62.5,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
2,,山田誠幸,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
3,,齋藤貴大,2,■,,■,,,5,3,0,60.0,1.50,0,0,0,-,2,1.00,4,0,0,1,6.2,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
4,,橋本大海,3,■,■,■,,,20,6,1,30.0,2.00,0,0,0,-,1,0.33,6,0,1,2,4.2,6,3.0,1.0,58.3,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
5,,板橋健之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
6,L,野澤辰義,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,5.0,6.0,53.3,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
7,,齋藤貴紀,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
8,,村松俊輔,2,■,■,,,,13,3,1,23.1,1.50,4,1,0,25.0,0,-,8,1,2,0,6.2,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
10,,吉岡佳徳,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,8,0,1,0,-3.1,1,0.0,0.0,0.0,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
12,,大町和幸,3,■,■,■,,,21,6,1,28.6,2.00,3,0,1,0.0,0,-,8,0,2,0,-6.2,14,7.0,4.0,64.3,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
18,,高田晋作,2,□,,□,,,5,1,0,20.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,8,2.0,3.0,43.8,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
19,,瀧内佑一,1,,■,,,,2,2,0,100.0,2.00,0,0,0,-,1,1.00,3,0,0,0,0.0,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
20,,杉﨑大和,3,■,■,■,,,29,11,3,37.9,3.67,7,1,1,14.3,0,-,9,0,2,0,-5.6,15,10.0,5.0,83.3,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
22,,谷野駿,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,1,-8.3,0,0.0,0.0,-,501,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,千葉ZELVA,警視庁フォートファイターズ,槌尾健,紀之定俊輔,0,3,3,Lose,54,75,75,10:30,11:51,275,印藤智一,大塚健之,藤井靖香,大友大輔,Away
2,,柏田樹,3,■,■,■,,,7,4,0,57.1,1.33,0,0,0,-,1,0.33,11,1,1,4,15.9,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
3,,田城貴之,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
5,,関根ヒカル,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
6,L,渡辺俊介,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,9.0,5.0,82.1,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
7,,越川優,3,■,■,■,,,10,4,1,40.0,1.33,1,1,0,100.0,5,1.67,13,1,2,3,9.6,8,2.0,4.0,50.0,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
9,,佐々木博秋,3,■,■,■,,,24,12,2,50.0,4.00,9,5,0,55.6,0,-,12,0,2,0,-4.2,17,8.0,6.0,64.7,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
10,,戸田拓也,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
11,,本澤凌斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
14,,張育陞,3,■,■,■,,,23,16,2,69.6,5.33,10,7,0,70.0,2,0.67,11,2,2,2,18.2,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
15,,加藤伊織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
17,,酒井駿,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
18,,後藤万澄,3,■,■,■,,,6,5,0,83.3,1.67,0,0,0,-,3,1.00,17,0,1,4,4.4,1,0.0,0.0,0.0,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
19,,浜田翔太,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,10,0,0,1,2.5,0,0.0,0.0,-,502,2021-10-30,2021,10,30,北海道,道北アークス大雪アリーナ,ヴォレアス北海道,埼玉アザレア,ｴﾄﾞｸﾗｲﾝ,中田桂太郎,3,0,3,Win,75,49,68,14:00,15:21,443,印藤智一,大井悠矢,笹木宣拓,三船誠,Home
