AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
152,44,14,28.9,11.00,22,2,4,9.1,9,2.25,86,3,7,21,7.6,85,41.0,18.0,58.8,293,2021-10-16,2021,10,16,愛知県,ウィングアリーナ刈谷,トヨタ車体クインシーズ,JTマーヴェラス,印東玄弥,今村駿,1,3,4,Lose,85,96,116,12:00,14:05,452,小柴滋,吉岡奈々,内藤聡美,戸田幸喜,Home,149,61,12,40.9,15.25,22,10,4,45.5,8,2.00,95,5,9,23,8.9,78,43.0,13.0,63.5
149,61,12,40.9,15.25,22,10,4,45.5,8,2.00,95,5,9,23,8.9,78,43.0,13.0,63.5,293,2021-10-16,2021,10,16,愛知県,ウィングアリーナ刈谷,JTマーヴェラス,トヨタ車体クインシーズ,吉原知子,丹山禎昭,3,1,4,Win,96,85,116,12:00,14:05,452,小柴滋,吉岡奈々,内藤聡美,戸田幸喜,Away,152,44,14,28.9,11.00,22,2,4,9.1,9,2.25,86,3,7,21,7.6,85,41.0,18.0,58.8
81,23,11,28.4,7.67,8,2,2,25.0,3,1.00,50,2,9,8,3.5,63,23.0,23.0,54.8,299,2021-10-17,2021,10,17,愛知県,ウィングアリーナ刈谷,トヨタ車体クインシーズ,JTマーヴェラス,印東玄弥,今村駿,0,3,3,Lose,48,75,73,12:00,13:19,402,小柴滋,内藤聡美,吉岡奈々,田中栄二,Home,80,40,9,50.0,13.33,16,5,4,31.2,7,2.33,73,4,8,14,7.5,39,16.0,14.0,59.0
80,40,9,50.0,13.33,16,5,4,31.2,7,2.33,73,4,8,14,7.5,39,16.0,14.0,59.0,299,2021-10-17,2021,10,17,愛知県,ウィングアリーナ刈谷,JTマーヴェラス,トヨタ車体クインシーズ,吉原知子,丹山禎昭,3,0,3,Win,75,48,73,12:00,13:19,402,小柴滋,内藤聡美,吉岡奈々,田中栄二,Away,81,23,11,28.4,7.67,8,2,2,25.0,3,1.00,50,2,9,8,3.5,63,23.0,23.0,54.8
190,71,10,37.4,14.20,4,1,0,25.0,13,2.60,113,2,7,34,7.7,96,37.0,23.0,50.5,297,2021-10-16,2021,10,16,佐賀県,佐賀県総合体育館,久光スプリングス,日立Astemoリヴァーレ,酒井新悟,大久保茂和,2,3,5,Lose,112,107,135,13:05,15:32,812,村上成司,林淳一,平田敬基,久保温子,Home,191,74,10,38.7,14.80,23,7,3,30.4,4,0.80,106,6,8,32,11.3,104,50.0,20.0,57.7
191,74,10,38.7,14.80,23,7,3,30.4,4,0.80,106,6,8,32,11.3,104,50.0,20.0,57.7,297,2021-10-16,2021,10,16,佐賀県,佐賀県総合体育館,日立Astemoリヴァーレ,久光スプリングス,多治見麻子,達川和彦,3,2,5,Win,107,112,135,13:05,15:32,812,村上成司,林淳一,平田敬基,久保温子,Away,190,71,10,37.4,14.20,4,1,0,25.0,13,2.60,113,2,7,34,7.7,96,37.0,23.0,50.5
148,64,9,43.2,16.00,10,3,0,30.0,6,1.50,93,5,2,12,8.1,80,42.0,14.0,61.3,302,2021-10-17,2021,10,17,佐賀県,佐賀県総合体育館,久光スプリングス,日立Astemoリヴァーレ,酒井新悟,大久保茂和,3,1,4,Win,94,83,107,13:00,14:56,819,村上成司,木内誠二,平田敬基,長谷淑子,Home,156,57,14,36.5,14.25,16,6,2,37.5,9,2.25,84,5,4,20,10.7,89,56.0,18.0,73.0
156,57,14,36.5,14.25,16,6,2,37.5,9,2.25,84,5,4,20,10.7,89,56.0,18.0,73.0,302,2021-10-17,2021,10,17,佐賀県,佐賀県総合体育館,日立Astemoリヴァーレ,久光スプリングス,多治見麻子,達川和彦,1,3,4,Lose,83,94,107,13:00,14:56,819,村上成司,木内誠二,平田敬基,長谷淑子,Away,148,64,9,43.2,16.00,10,3,0,30.0,6,1.50,93,5,2,12,8.1,80,42.0,14.0,61.3
129,49,7,38.0,16.33,12,5,2,41.7,1,0.33,60,2,5,12,6.2,70,46.0,6.0,70.0,305,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,KUROBEアクアフェアリーズ,岡山シーガルズ,丸山貴也,宮脇裕史,0,3,3,Lose,58,77,80,12:06,13:39,1100,田野昭彦,森口豊,岡田崇,砂川雅昭,Home,122,59,2,48.4,19.67,1,0,0,0.0,2,0.67,75,2,4,18,7.3,55,36.0,7.0,71.8
122,59,2,48.4,19.67,1,0,0,0.0,2,0.67,75,2,4,18,7.3,55,36.0,7.0,71.8,305,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,岡山シーガルズ,KUROBEアクアフェアリーズ,河本昭義,吉田啓佑,3,0,3,Win,77,58,80,12:06,13:39,1100,田野昭彦,森口豊,岡田崇,砂川雅昭,Away,129,49,7,38.0,16.33,12,5,2,41.7,1,0.33,60,2,5,12,6.2,70,46.0,6.0,70.0
176,58,10,33.0,11.60,17,7,3,41.2,9,1.80,95,5,6,26,10.5,96,54.0,15.0,64.1,306,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,東レアローズ,NECレッドロケッツ,越谷章,高杉洋平,2,3,5,Lose,95,108,118,14:30,16:40,1200,田野昭彦,北村友香,内藤聡美,高野俊弘,Home,180,73,10,40.6,14.60,11,2,4,18.2,11,2.20,108,4,11,27,7.4,87,45.0,16.0,60.9
180,73,10,40.6,14.60,11,2,4,18.2,11,2.20,108,4,11,27,7.4,87,45.0,16.0,60.9,306,2021-10-23,2021,10,23,富山県,黒部市総合体育センター,NECレッドロケッツ,東レアローズ,金子隆行,井上裕介,3,2,5,Win,108,95,118,14:30,16:40,1200,田野昭彦,北村友香,内藤聡美,高野俊弘,Away,176,58,10,33.0,11.60,17,7,3,41.2,9,1.80,95,5,6,26,10.5,96,54.0,15.0,64.1
127,45,6,35.4,15.00,10,3,2,30.0,5,1.67,56,0,2,9,3.1,73,39.0,16.0,64.4,311,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,KUROBEアクアフェアリーズ,岡山シーガルズ,丸山貴也,宮脇裕史,0,3,3,Lose,54,75,77,12:00,13:30,1100,田野昭彦,内藤聡美,北村友香,板川和則,Home,116,53,3,45.7,17.67,0,0,0,-,9,3.00,73,0,0,18,6.2,54,32.0,13.0,71.3
116,53,3,45.7,17.67,0,0,0,-,9,3.00,73,0,0,18,6.2,54,32.0,13.0,71.3,311,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,岡山シーガルズ,KUROBEアクアフェアリーズ,河本昭義,吉田啓佑,3,0,3,Win,75,54,77,12:00,13:30,1100,田野昭彦,内藤聡美,北村友香,板川和則,Away,127,45,6,35.4,15.00,10,3,2,30.0,5,1.67,56,0,2,9,3.1,73,39.0,16.0,64.4
168,69,7,41.1,17.25,14,6,1,42.9,2,0.50,94,4,6,25,9.3,85,42.0,21.0,61.8,312,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,東レアローズ,NECレッドロケッツ,越谷章,高杉洋平,3,1,4,Win,95,92,114,14:30,16:33,1170,田野昭彦,森口豊,岡田崇,高野俊弘,Home,160,56,10,35.0,14.00,19,7,2,36.8,12,3.00,93,5,6,22,9.7,86,40.0,21.0,58.7
160,56,10,35.0,14.00,19,7,2,36.8,12,3.00,93,5,6,22,9.7,86,40.0,21.0,58.7,312,2021-10-24,2021,10,24,富山県,黒部市総合体育センター,NECレッドロケッツ,東レアローズ,金子隆行,井上裕介,1,3,4,Lose,92,95,114,14:30,16:33,1170,田野昭彦,森口豊,岡田崇,高野俊弘,Away,168,69,7,41.1,17.25,14,6,1,42.9,2,0.50,94,4,6,25,9.3,85,42.0,21.0,61.8
107,45,3,42.1,15.00,11,6,0,54.5,7,2.33,73,6,5,22,14.0,45,23.0,12.0,64.4,307,2021-10-23,2021,10,23,石川県,一本松総合運動公園体育館サン・アリーナ,PFUブルーキャッツ,トヨタ車体クインシーズ,坂本将康,舟越悠二,3,0,3,Win,75,50,79,12:00,13:25,375,伊藤博之,原啓之,吉岡奈々,内藤正康,Home,111,36,8,32.4,12.00,15,2,2,13.3,2,0.67,52,3,5,10,8.2,66,28.0,16.0,54.5
111,36,8,32.4,12.00,15,2,2,13.3,2,0.67,52,3,5,10,8.2,66,28.0,16.0,54.5,307,2021-10-23,2021,10,23,石川県,一本松総合運動公園体育館サン・アリーナ,トヨタ車体クインシーズ,PFUブルーキャッツ,印東玄弥,今村駿,0,3,3,Lose,50,75,79,12:00,13:25,375,伊藤博之,原啓之,吉岡奈々,内藤正康,Away,107,45,3,42.1,15.00,11,6,0,54.5,7,2.33,73,6,5,22,14.0,45,23.0,12.0,64.4
131,56,7,42.7,14.00,14,6,1,42.9,10,2.50,91,5,7,27,11.0,68,37.0,12.0,63.2,313,2021-10-24,2021,10,24,石川県,一本松総合運動公園体育館サン・アリーナ,PFUブルーキャッツ,トヨタ車体クインシーズ,坂本将康,舟越悠二,3,1,4,Win,92,77,95,14:00,15:44,369,伊藤博之,吉岡奈々,原啓之,内藤正康,Home,135,51,12,37.8,12.75,19,9,2,47.4,6,1.50,78,4,7,19,9.0,81,43.0,11.0,59.9
135,51,12,37.8,12.75,19,9,2,47.4,6,1.50,78,4,7,19,9.0,81,43.0,11.0,59.9,313,2021-10-24,2021,10,24,石川県,一本松総合運動公園体育館サン・アリーナ,トヨタ車体クインシーズ,PFUブルーキャッツ,印東玄弥,今村駿,1,3,4,Lose,77,92,95,14:00,15:44,369,伊藤博之,吉岡奈々,原啓之,内藤正康,Away,131,56,7,42.7,14.00,14,6,1,42.9,10,2.50,91,5,7,27,11.0,68,37.0,12.0,63.2
186,63,11,33.9,15.75,25,6,2,24.0,8,2.00,96,4,8,16,6.2,83,57.0,14.0,77.1,303,2021-10-23,2021,10,23,岩手県,東山総合体育館,埼玉上尾メディックス,JTマーヴェラス,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,1,3,4,Lose,95,95,117,13:00,15:06,500,村上成司,津嶋由香,正岡卓,藤原和紀,Home,186,65,7,34.9,16.25,20,7,2,35.0,6,1.50,94,3,10,12,3.7,88,62.0,10.0,76.1
186,65,7,34.9,16.25,20,7,2,35.0,6,1.50,94,3,10,12,3.7,88,62.0,10.0,76.1,303,2021-10-23,2021,10,23,岩手県,東山総合体育館,JTマーヴェラス,埼玉上尾メディックス,吉原知子,丹山禎昭,3,1,4,Win,95,95,117,13:00,15:06,500,村上成司,津嶋由香,正岡卓,藤原和紀,Away,186,63,11,33.9,15.75,25,6,2,24.0,8,2.00,96,4,8,16,6.2,83,57.0,14.0,77.1
138,38,9,27.5,12.67,10,2,2,20.0,5,1.67,62,2,5,12,6.0,66,43.0,6.0,69.7,309,2021-10-24,2021,10,24,岩手県,東山総合体育館,埼玉上尾メディックス,JTマーヴェラス,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,0,3,3,Lose,61,75,91,12:00,13:37,600,村上成司,明井寿枝,高橋宏明,小野寺太,Home,129,49,6,38.0,16.33,33,11,3,33.3,8,2.67,74,2,7,16,5.7,57,35.0,10.0,70.2
129,49,6,38.0,16.33,33,11,3,33.3,8,2.67,74,2,7,16,5.7,57,35.0,10.0,70.2,309,2021-10-24,2021,10,24,岩手県,東山総合体育館,JTマーヴェラス,埼玉上尾メディックス,吉原知子,丹山禎昭,3,0,3,Win,75,61,91,12:00,13:37,600,村上成司,明井寿枝,高橋宏明,小野寺太,Away,138,38,9,27.5,12.67,10,2,2,20.0,5,1.67,62,2,5,12,6.0,66,43.0,6.0,69.7
201,76,12,37.8,15.20,8,4,1,50.0,11,2.20,108,5,5,47,14.4,90,37.0,17.0,50.6,304,2021-10-23,2021,10,23,茨城県,日立市池の川さくらアリーナ,日立Astemoリヴァーレ,ヴィクトリーナ姫路,多治見麻子,達川和彦,2,3,5,Lose,107,102,133,13:00,15:25,559,田中昭彦,浅井唯由,新田浩幸,酒寄和記,Home,214,73,2,34.1,14.60,6,1,0,16.7,3,0.60,101,5,9,36,11.6,102,35.0,20.0,44.1
214,73,2,34.1,14.60,6,1,0,16.7,3,0.60,101,5,9,36,11.6,102,35.0,20.0,44.1,304,2021-10-23,2021,10,23,茨城県,日立市池の川さくらアリーナ,ヴィクトリーナ姫路,日立Astemoリヴァーレ,中谷宏大,高橋駿,3,2,5,Win,102,107,133,13:00,15:25,559,田中昭彦,浅井唯由,新田浩幸,酒寄和記,Away,201,76,12,37.8,15.20,8,4,1,50.0,11,2.20,108,5,5,47,14.4,90,37.0,17.0,50.6
183,85,8,46.4,17.00,30,10,4,33.3,8,1.60,113,4,8,25,7.3,98,38.0,14.0,45.9,310,2021-10-24,2021,10,24,茨城県,日立市池の川さくらアリーナ,日立Astemoリヴァーレ,ヴィクトリーナ姫路,多治見麻子,達川和彦,3,2,5,Win,113,108,132,13:00,15:24,420,田中昭彦,増岡三佳子,新田浩幸,西部芳夫,Home,189,74,7,39.2,14.80,14,5,0,35.7,8,1.60,108,5,9,46,13.2,103,44.0,34.0,59.2
189,74,7,39.2,14.80,14,5,0,35.7,8,1.60,108,5,9,46,13.2,103,44.0,34.0,59.2,310,2021-10-24,2021,10,24,茨城県,日立市池の川さくらアリーナ,ヴィクトリーナ姫路,日立Astemoリヴァーレ,中谷宏大,高橋駿,2,3,5,Lose,108,113,132,13:00,15:24,420,田中昭彦,増岡三佳子,新田浩幸,西部芳夫,Away,183,85,8,46.4,17.00,30,10,4,33.3,8,1.60,113,4,8,25,7.3,98,38.0,14.0,45.9
200,66,11,33.0,16.50,15,2,1,13.3,10,2.50,96,2,6,26,7.3,89,42.0,17.0,56.7,308,2021-10-23,2021,10,23,兵庫県,神戸総合運動公園体育館,久光スプリングス,デンソーエアリービーズ,酒井新悟,大久保茂和,3,1,4,Win,97,94,119,13:00,15:08,800,塚本健,中山健,西山尚幸,山本順一,Home,215,69,12,32.1,17.25,35,11,2,31.4,7,1.75,95,0,6,30,6.3,89,45.0,18.0,60.7
215,69,12,32.1,17.25,35,11,2,31.4,7,1.75,95,0,6,30,6.3,89,45.0,18.0,60.7,308,2021-10-23,2021,10,23,兵庫県,神戸総合運動公園体育館,デンソーエアリービーズ,久光スプリングス,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,1,3,4,Lose,94,97,119,13:00,15:08,800,塚本健,中山健,西山尚幸,山本順一,Away,200,66,11,33.0,16.50,15,2,1,13.3,10,2.50,96,2,6,26,7.3,89,42.0,17.0,56.7
166,64,9,38.6,16.00,8,1,1,12.5,8,2.00,100,7,8,31,12.8,75,28.0,31.0,58.0,314,2021-10-24,2021,10,24,兵庫県,神戸総合運動公園体育館,久光スプリングス,デンソーエアリービーズ,酒井新悟,大久保茂和,3,1,4,Win,101,81,107,13:00,14:56,750,塚本健,林淳一,西山尚幸,児島廣幸,Home,174,54,13,31.0,13.50,23,2,5,8.7,6,1.50,82,2,7,16,5.2,91,29.0,31.0,48.9
174,54,13,31.0,13.50,23,2,5,8.7,6,1.50,82,2,7,16,5.2,91,29.0,31.0,48.9,314,2021-10-24,2021,10,24,兵庫県,神戸総合運動公園体育館,デンソーエアリービーズ,久光スプリングス,川北元,ｺﾞﾝｻﾞﾚｽｸﾘｽﾄﾌｧｰ,1,3,4,Lose,81,101,107,13:00,14:56,750,塚本健,林淳一,西山尚幸,児島廣幸,Away,166,64,9,38.6,16.00,8,1,1,12.5,8,2.00,100,7,8,31,12.8,75,28.0,31.0,58.0
162,64,10,39.5,16.00,25,13,0,52.0,11,2.75,98,4,4,44,14.3,76,26.0,13.0,42.8,318,2021-10-30,2021,10,30,大阪府,丸善インテックアリーナ大阪,JTマーヴェラス,KUROBEアクアフェアリーズ,吉原知子,丹山禎昭,3,1,4,Win,99,82,113,12:05,14:10,734,小柴滋,明井寿枝,佐藤美里,渋谷敦弘,Home,168,58,4,34.5,14.50,18,5,1,27.8,1,0.25,83,2,7,36,11.1,94,24.0,30.0,41.5
168,58,4,34.5,14.50,18,5,1,27.8,1,0.25,83,2,7,36,11.1,94,24.0,30.0,41.5,318,2021-10-30,2021,10,30,大阪府,丸善インテックアリーナ大阪,KUROBEアクアフェアリーズ,JTマーヴェラス,丸山貴也,宮脇裕史,1,3,4,Lose,82,99,113,12:05,14:10,734,小柴滋,明井寿枝,佐藤美里,渋谷敦弘,Away,162,64,10,39.5,16.00,25,13,0,52.0,11,2.75,98,4,4,44,14.3,76,26.0,13.0,42.8
100,47,5,47.0,15.67,15,6,0,40.0,4,1.33,73,2,6,27,9.9,48,27.0,7.0,63.5,324,2021-10-31,2021,10,31,大阪府,丸善インテックアリーナ大阪,JTマーヴェラス,KUROBEアクアフェアリーズ,吉原知子,丹山禎昭,3,0,3,Win,75,52,72,12:05,13:26,774,小柴滋,佐藤美里,明井寿枝,安田悠司,Home,109,36,12,33.0,12.00,7,1,1,14.3,3,1.00,54,0,6,14,3.7,67,20.0,18.0,43.3
109,36,12,33.0,12.00,7,1,1,14.3,3,1.00,54,0,6,14,3.7,67,20.0,18.0,43.3,324,2021-10-31,2021,10,31,大阪府,丸善インテックアリーナ大阪,KUROBEアクアフェアリーズ,JTマーヴェラス,丸山貴也,宮脇裕史,0,3,3,Lose,52,75,72,12:05,13:26,774,小柴滋,佐藤美里,明井寿枝,安田悠司,Away,100,47,5,47.0,15.67,15,6,0,40.0,4,1.33,73,2,6,27,9.9,48,27.0,7.0,63.5
106,42,1,39.6,14.00,10,5,0,50.0,9,3.00,74,2,4,13,5.7,54,30.0,14.0,68.5,316,2021-10-30,2021,10,30,石川県,小松総合体育館,PFUブルーキャッツ,埼玉上尾メディックス,坂本将康,舟越悠二,3,0,3,Win,75,66,82,14:00,15:28,521,三見洋子,内藤聡美,渡部菜保子,内藤正康,Home,126,54,7,42.9,18.00,11,5,1,45.5,4,1.33,67,1,12,10,0.7,68,27.0,28.0,60.3
126,54,7,42.9,18.00,11,5,1,45.5,4,1.33,67,1,12,10,0.7,68,27.0,28.0,60.3,316,2021-10-30,2021,10,30,石川県,小松総合体育館,埼玉上尾メディックス,PFUブルーキャッツ,ｱﾝﾄﾆｵﾏﾙｺｽﾚﾙﾊﾞｯｷ,馬場大拓,0,3,3,Lose,66,75,82,14:00,15:28,521,三見洋子,内藤聡美,渡部菜保子,内藤正康,Away,106,42,1,39.6,14.00,10,5,0,50.0,9,3.00,74,2,4,13,5.7,54,30.0,14.0,68.5
113,39,8,34.5,13.00,22,10,2,45.5,5,1.67,62,3,9,17,8.1,65,37.0,12.0,66.2,322,2021-10-31,2021,10,31,石川県,小松総合体育館,PFUブルーキャッツ,埼玉上尾メディックス,坂本将康,舟越悠二,0,3,3,Lose,60,77,79,14:00,15:25,641,三見洋子,森口豊,渡部菜保子,桐山比呂子,Home,95,46,1,48.4,15.33,9,5,0,55.6,10,3.33,75,3,8,15,6.3,52,25.0,8.0,55.8
