No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away,Game time
16,,安田瑛亮,5,■,■,■,■,■,23,8,2,34.8,1.60,1,0,0,0.0,0,-,17,0,5,3,-2.9,62,38.0,15.0,73.4,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
23,,北田陽季,1,,,□,,,1,0,1,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
73,,島波輝,4,□,■,■,■,,24,15,1,62.5,3.75,10,6,1,60.0,0,-,9,0,1,1,0.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,2,3,5,Lose,104,107,108.0,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Home,
1,,伊澤啓生,2,■,■,,,,13,7,1,53.8,3.50,2,2,0,100.0,0,-,6,1,1,1,16.7,2,0.0,1.0,25.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
2,,渡邊和馬,3,□,,□,,□,0,0,0,-,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
3,,吉田魁成,5,■,■,■,■,■,20,11,1,55.0,2.20,0,0,0,-,4,0.80,18,1,0,2,8.3,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
4,,田中尚,5,■,■,■,■,■,25,17,0,68.0,3.40,0,0,0,-,5,1.00,13,0,1,3,3.8,2,2.0,0.0,100.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
7,,津田大地,3,,,■,■,■,24,11,4,45.8,3.67,0,0,0,-,0,-,8,1,1,0,9.4,31,19.0,9.0,75.8,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
8,,森陽希,2,□,□,,,,1,1,0,100.0,0.50,0,0,0,-,0,-,2,1,0,0,50.0,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
9,,長谷川優太,5,■,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,1,0.20,11,0,4,0,-9.1,1,0.0,0.0,0.0,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
10,,二五田大輔,5,■,■,■,■,■,33,15,2,45.5,3.00,1,1,0,100.0,0,-,20,0,0,2,2.5,37,18.0,14.0,67.6,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
11,L,嶋田希隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
12,L,備一真,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,17.0,1.0,87.5,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
13,,境龍生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
15,,清水遼,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
17,,舩倉拓登,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
18,,寺尾壮太,5,■,■,■,■,■,27,8,5,29.6,1.60,5,0,1,0.0,2,0.40,16,0,4,2,-3.1,0,0.0,0.0,-,547,2020-12-19,2020,12,19,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,2,5,Win,107,104,,15:05,17:09,0,廣田修二,中口岳,神原圭吾,澤久忠,Away,108.0
1,,與崎風人,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
2,,小松一哉,3,■,■,■,,,17,8,2,47.1,2.67,4,3,0,75.0,2,0.67,13,0,0,2,3.8,16,9.0,4.0,68.8,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
3,L,三角昌弘,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,3.0,4.0,62.5,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
4,L,宮田航輔,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
5,,河野祥侑,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
10,,佐藤隼一,3,□,□,□,,,3,0,1,0.0,-,3,0,1,0.0,0,-,3,0,0,1,8.3,1,1.0,0.0,100.0,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
12,,澤瑞貴,3,■,■,■,,,11,7,1,63.6,2.33,1,0,0,0.0,2,0.67,14,0,3,0,-5.4,28,13.0,11.0,66.1,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
14,,山下道生,3,■,■,■,,,11,3,0,27.3,1.00,0,0,0,-,2,0.67,10,2,2,0,15.0,1,1.0,0.0,100.0,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
16,,石黒聖也,2,,□,□,,,1,1,0,100.0,0.50,0,0,0,-,1,0.50,4,0,0,3,18.8,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
17,,田中拓海,3,■,■,■,,,6,3,0,50.0,1.00,0,0,0,-,0,-,11,0,0,4,9.1,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
20,,藏田大輝,3,■,■,■,,,19,10,1,52.6,3.33,5,2,1,40.0,0,-,16,0,4,3,-1.6,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
22,,大村翔哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
26,,渡辺周馬,3,■,■,■,,,14,7,1,50.0,2.33,1,0,0,0.0,4,1.33,7,0,1,4,10.7,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,東京ヴェルディ,兵庫デルフィーノ,瀧澤利一,檜森輝尚,3,0,3,Win,79,68,81.0,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Home,
1,,西澤岳,3,■,■,□,,,20,13,2,65.0,4.33,9,7,0,77.8,1,0.33,12,0,2,0,-4.2,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
2,,白川佑樹,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
3,,逢沢亘,3,■,■,■,,,9,3,1,33.3,1.00,0,0,0,-,1,0.33,11,0,1,4,6.8,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
5,,中野将太,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,6,0,2,0,-8.3,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
6,,浅草大燿,3,■,■,■,,,22,7,2,31.8,2.33,1,1,0,100.0,0,-,13,1,4,1,1.9,11,4.0,6.0,63.6,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
9,,玉嶋佑樹,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
11,,澁谷杜斗,3,□,□,■,,,9,4,0,44.4,1.33,0,0,0,-,1,0.33,7,1,1,0,10.7,7,3.0,2.0,57.1,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
12,L,猪岡恭平,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,4.0,1.0,50.0,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
13,,仲村鴻輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
14,,林優作,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
16,L,井上周二,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,28,7.0,13.0,48.2,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
20,,那和朋紀,3,■,■,■,,,11,6,0,54.5,2.00,0,0,0,-,1,0.33,10,0,1,3,5.0,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
21,,マシューパロット,3,■,■,■,,,22,9,2,40.9,3.00,4,0,1,0.0,0,-,8,0,1,0,-3.1,11,8.0,0.0,72.7,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
22,,奥田晃,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,549,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,兵庫デルフィーノ,東京ヴェルディ,岩本正吾,長谷川匡,0,3,3,Lose,68,79,,11:00,12:27,0,廣田修二,森西基雄,神原圭吾,辻井康博,Away,81.0
2,,中村有登,4,■,■,■,■,,26,12,4,46.2,3.00,5,2,2,40.0,1,0.25,12,0,1,1,0.0,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
3,,野垣昂大,3,■,■,■,,,2,0,0,0.0,-,0,0,0,-,0,-,9,0,1,1,0.0,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
4,,石川和樹,2,,□,,■,,1,0,0,0.0,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
5,,松永崚汰,1,,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,2,0,1,0,-12.5,7,1.0,3.0,35.7,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
6,,米村尊,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
8,,長谷川博紀,2,■,■,,,,9,4,1,44.4,2.00,0,0,0,-,0,-,4,0,1,0,-6.2,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
10,L,外崎航平,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,6.0,3.0,83.3,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
11,,前川将太,3,■,,■,■,,22,11,1,50.0,3.67,3,1,0,33.3,2,0.67,12,0,4,1,-6.2,28,12.0,11.0,62.5,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
12,L,大浦坂健太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,7.0,2.0,80.0,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
15,,茶屋道康輔,4,■,■,■,■,,15,11,0,73.3,2.75,0,0,0,-,1,0.25,15,3,1,0,18.3,2,1.0,0.0,50.0,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
16,,安田瑛亮,2,■,■,,,,7,5,0,71.4,2.50,0,0,0,-,0,-,5,0,2,1,-5.0,24,12.0,9.0,68.8,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
23,,北田陽季,2,,,■,■,,7,5,0,71.4,2.50,0,0,0,-,0,-,7,0,1,1,0.0,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
73,,島波輝,4,□,■,■,■,,29,13,1,44.8,3.25,15,4,1,26.7,5,1.25,12,0,1,1,0.0,3,1.0,1.0,50.0,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,ヴィアティン三重,大同特殊鋼レッドスター,中尾聡,田中一彰,1,3,4,Lose,91,92,89.0,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Home,
1,,伊澤啓生,4,■,■,■,■,,36,20,2,55.6,5.00,6,3,1,50.0,1,0.25,12,0,0,1,2.1,8,3.0,4.0,62.5,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
2,,渡邊和馬,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
3,,吉田魁成,4,■,■,■,■,,15,7,0,46.7,1.75,0,0,0,-,1,0.25,13,0,0,2,3.8,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
4,,田中尚,4,■,■,■,■,,20,12,1,60.0,3.00,0,0,0,-,3,0.75,12,0,1,1,0.0,1,1.0,0.0,100.0,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
7,,津田大地,2,,,□,■,,6,3,0,50.0,1.50,0,0,0,-,0,-,6,0,1,2,4.2,23,9.0,11.0,63.0,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
8,,森陽希,1,,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
9,,長谷川優太,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,20,2,1,2,11.2,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
10,,二五田大輔,4,■,■,■,□,,19,5,6,26.3,1.25,3,0,3,0.0,0,-,12,0,1,2,2.1,34,13.0,17.0,63.2,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
11,,嶋田希隆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
12,L,備一真,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,10.0,1.0,87.5,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
13,,境龍生,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
15,,清水遼,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
17,,舩倉拓登,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,550,2020-12-20,2020,12,20,三重県四日市市,四日市市総合体育館,大同特殊鋼レッドスター,ヴィアティン三重,平野晃多,,3,1,4,Win,92,91,,14:00,15:42,0,廣田修二,中口岳,来川知裕,金谷淳史,Away,89.0
