AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
190,51,10,26.8,12.75,13,2,4,15.4,5,1.25,81,6,12,38,18.4,90,38.0,0.0,42.2,806,2016-11-19,2016,11,19,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,GSS東京サンビームズ,北原勉,小林準,1,3,4,Lose,99,Home,187,65,9,34.8,16.25,10,1,2,10.0,1,0.25,97,3,6,52,16.1,66,27.0,0.0,40.9
187,65,9,34.8,16.25,10,1,2,10.0,1,0.25,97,3,6,52,16.1,66,27.0,0.0,40.9,806,2016-11-19,2016,11,19,,酒田市国体記念体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,,3,1,4,Win,99,Away,190,51,10,26.8,12.75,13,2,4,15.4,5,1.25,81,6,12,38,18.4,90,38.0,0.0,42.2
202,68,9,33.7,17.00,7,2,2,28.6,4,1.00,98,0,8,48,12.2,83,44.0,0.0,53.0,807,2016-11-20,2016,11,20,,酒田市国体記念体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,3,1,4,Win,107,Home,200,62,11,31.0,15.50,6,0,0,0.0,5,1.25,92,3,8,38,13.2,90,42.0,0.0,46.7
200,62,11,31.0,15.50,6,0,0,0.0,5,1.25,92,3,8,38,13.2,90,42.0,0.0,46.7,807,2016-11-20,2016,11,20,,酒田市国体記念体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,村尾葉津樹,1,3,4,Lose,107,Away,202,68,9,33.7,17.00,7,2,2,28.6,4,1.00,98,0,8,48,12.2,83,44.0,0.0,53.0
133,43,7,32.3,14.33,3,2,0,66.7,4,1.33,63,3,5,29,15.6,65,44.0,0.0,67.7,808,2016-11-20,2016,11,20,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,トヨタ自動車ヴァルキューレ,北原勉,小林準,0,3,3,Lose,74,Home,115,45,4,39.1,15.00,2,0,1,0.0,11,3.67,74,3,8,21,10.6,57,28.0,0.0,49.1
115,45,4,39.1,15.00,2,0,1,0.0,11,3.67,74,3,8,21,10.6,57,28.0,0.0,49.1,808,2016-11-20,2016,11,20,,酒田市国体記念体育館,トヨタ自動車ヴァルキューレ,プレステージ・インターナショナルアランマーレ,加藤信也,金子健一郎,3,0,3,Win,74,Away,133,43,7,32.3,14.33,3,2,0,66.7,4,1.33,63,3,5,29,15.6,65,44.0,0.0,67.7
129,57,8,44.2,19.00,2,1,0,50.0,6,2.00,74,2,7,39,15.6,58,31.0,0.0,53.4,809,2016-11-26,2016,11,26,,伊勢崎市民体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,0,3,Win,71,Home,147,39,7,26.5,13.00,6,0,1,0.0,2,0.67,61,3,1,26,15.2,66,26.0,0.0,39.4
147,39,7,26.5,13.00,6,0,1,0.0,2,0.67,61,3,1,26,15.2,66,26.0,0.0,39.4,809,2016-11-26,2016,11,26,,伊勢崎市民体育館,GSS東京サンビームズ,トヨタ自動車ヴァルキューレ,笛木彰,村尾葉津樹,0,3,3,Lose,71,Away,129,57,8,44.2,19.00,2,1,0,50.0,6,2.00,74,2,7,39,15.6,58,31.0,0.0,53.4
109,37,10,33.9,12.33,5,1,0,20.0,3,1.00,54,2,2,18,11.3,65,30.0,0.0,46.2,810,2016-11-26,2016,11,26,,伊勢崎市民体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,,0,3,3,Lose,70,Home,120,47,6,39.2,15.67,4,1,0,25.0,5,1.67,74,8,5,31,20.2,52,32.0,0.0,61.5
120,47,6,39.2,15.67,4,1,0,25.0,5,1.67,74,8,5,31,20.2,52,32.0,0.0,61.5,810,2016-11-26,2016,11,26,,伊勢崎市民体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,小林準,3,0,3,Win,70,Away,109,37,10,33.9,12.33,5,1,0,20.0,3,1.00,54,2,2,18,11.3,65,30.0,0.0,46.2
169,64,7,37.9,16.00,6,2,0,33.3,11,2.75,98,6,8,44,16.3,81,40.0,0.0,49.4,811,2016-11-27,2016,11,27,,伊勢崎市民体育館,トヨタ自動車ヴァルキューレ,ブレス浜松,加藤信也,金子健一郎,3,1,4,Win,95,Home,189,62,7,32.8,15.50,7,2,1,28.6,6,1.50,87,1,6,42,13.0,89,41.0,0.0,46.1
189,62,7,32.8,15.50,7,2,1,28.6,6,1.50,87,1,6,42,13.0,89,41.0,0.0,46.1,811,2016-11-27,2016,11,27,,伊勢崎市民体育館,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,相田好美,1,3,4,Lose,95,Away,169,64,7,37.9,16.00,6,2,0,33.3,11,2.75,98,6,8,44,16.3,81,40.0,0.0,49.4
181,70,9,38.7,17.50,2,0,1,0.0,10,2.50,100,7,7,39,16.0,86,49.0,0.0,57.0,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,群馬銀行グリーンウイングス,GSS東京サンビームズ,石原昭久,,3,1,4,Win,103,Home,186,55,9,29.6,13.75,3,0,0,0.0,3,0.75,87,1,1,37,11.6,90,47.0,0.0,52.2
186,55,9,29.6,13.75,3,0,0,0.0,3,0.75,87,1,1,37,11.6,90,47.0,0.0,52.2,812,2016-11-27,2016,11,27,,伊勢崎市民体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,1,3,4,Lose,103,Away,181,70,9,38.7,17.50,2,0,1,0.0,10,2.50,100,7,7,39,16.0,86,49.0,0.0,57.0
123,45,4,36.6,15.00,1,0,0,0.0,7,2.33,74,3,7,34,15.3,57,33.0,0.0,57.9,813,2016-12-10,2016,12,10,,引佐総合体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,0,3,Win,78,Home,134,39,13,29.1,13.00,10,4,0,40.0,5,1.67,65,2,6,24,12.3,65,30.0,0.0,46.2
134,39,13,29.1,13.00,10,4,0,40.0,5,1.67,65,2,6,24,12.3,65,30.0,0.0,46.2,813,2016-12-10,2016,12,10,,引佐総合体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,0,3,3,Lose,78,Away,123,45,4,36.6,15.00,1,0,0,0.0,7,2.33,74,3,7,34,15.3,57,33.0,0.0,57.9
211,78,14,37.0,15.60,9,4,1,44.4,6,1.20,106,5,6,52,16.6,88,63.0,0.0,71.6,814,2016-12-10,2016,12,10,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,2,5,Win,103,Home,194,60,11,30.9,12.00,22,8,0,36.4,7,1.40,93,2,4,25,8.7,97,44.0,0.0,45.4
194,60,11,30.9,12.00,22,8,0,36.4,7,1.40,93,2,4,25,8.7,97,44.0,0.0,45.4,814,2016-12-10,2016,12,10,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,山本一樹,2,3,5,Lose,103,Away,211,78,14,37.0,15.60,9,4,1,44.4,6,1.20,106,5,6,52,16.6,88,63.0,0.0,71.6
163,54,8,33.1,13.50,4,2,0,50.0,10,2.50,96,9,6,46,20.3,75,39.0,0.0,52.0,815,2016-12-11,2016,12,11,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,89,Home,162,53,14,32.7,13.25,16,4,2,25.0,9,2.25,81,1,5,36,12.3,86,35.0,0.0,40.7
162,53,14,32.7,13.25,16,4,2,25.0,9,2.25,81,1,5,36,12.3,86,35.0,0.0,40.7,815,2016-12-11,2016,12,11,,引佐総合体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,89,Away,163,54,8,33.1,13.50,4,2,0,50.0,10,2.50,96,9,6,46,20.3,75,39.0,0.0,52.0
192,69,16,35.9,17.25,4,1,1,25.0,13,3.25,102,1,6,42,11.1,89,58.0,0.0,65.2,816,2016-12-11,2016,12,11,,引佐総合体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,3,1,4,Win,106,Home,202,57,9,28.2,14.25,6,1,1,16.7,6,1.50,96,5,4,28,11.9,95,52.0,0.0,54.7
202,57,9,28.2,14.25,6,1,1,16.7,6,1.50,96,5,4,28,11.9,95,52.0,0.0,54.7,816,2016-12-11,2016,12,11,,引佐総合体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,久保雅,1,3,4,Lose,106,Away,192,69,16,35.9,17.25,4,1,1,25.0,13,3.25,102,1,6,42,11.1,89,58.0,0.0,65.2
154,40,15,26.0,13.33,7,1,1,14.3,4,1.33,60,1,3,32,14.7,66,38.0,0.0,57.6,817,2017-01-14,2017,01,14,,酒田市国体記念体育館,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,村尾葉津樹,0,3,3,Lose,73,Home,144,46,6,31.9,15.33,5,2,0,40.0,6,2.00,75,3,6,28,13.3,57,25.0,0.0,43.9
144,46,6,31.9,15.33,5,2,0,40.0,6,2.00,75,3,6,28,13.3,57,25.0,0.0,43.9,817,2017-01-14,2017,01,14,,酒田市国体記念体育館,群馬銀行グリーンウイングス,GSS東京サンビームズ,石原昭久,遠藤孔太,3,0,3,Win,73,Away,154,40,15,26.0,13.33,7,1,1,14.3,4,1.33,60,1,3,32,14.7,66,38.0,0.0,57.6
220,74,18,33.6,14.80,16,2,3,12.5,13,2.60,107,5,13,45,14.6,91,50.0,0.0,54.9,818,2017-01-14,2017,01,14,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,小林準,3,2,5,Win,113,Home,204,57,10,27.9,11.40,3,0,2,0.0,5,1.00,96,2,4,40,12.3,92,45.0,0.0,48.9
204,57,10,27.9,11.40,3,0,2,0.0,5,1.00,96,2,4,40,12.3,92,45.0,0.0,48.9,818,2017-01-14,2017,01,14,,酒田市国体記念体育館,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,113,Away,220,74,18,33.6,14.80,16,2,3,12.5,13,2.60,107,5,13,45,14.6,91,50.0,0.0,54.9
167,69,11,41.3,17.25,4,0,1,0.0,6,1.50,95,3,8,37,12.5,84,48.0,0.0,57.1,819,2017-01-15,2017,01,15,,酒田市国体記念体育館,トヨタ自動車ヴァルキューレ,ブレス浜松,加藤信也,金子健一郎,3,1,4,Win,96,Home,169,55,10,32.5,13.75,5,2,1,40.0,9,2.25,90,0,6,36,10.0,86,47.0,0.0,54.7
169,55,10,32.5,13.75,5,2,1,40.0,9,2.25,90,0,6,36,10.0,86,47.0,0.0,54.7,819,2017-01-15,2017,01,15,,酒田市国体記念体育館,ブレス浜松,トヨタ自動車ヴァルキューレ,藤原道生,相田好美,1,3,4,Lose,96,Away,167,69,11,41.3,17.25,4,0,1,0.0,6,1.50,95,3,8,37,12.5,84,48.0,0.0,57.1
197,55,10,27.9,13.75,7,2,1,28.6,6,1.50,95,6,5,50,18.8,79,45.0,0.0,57.0,820,2017-01-15,2017,01,15,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,97,Home,184,58,17,31.5,14.50,44,14,6,31.8,4,1.00,84,3,4,34,13.2,87,37.0,0.0,42.5
184,58,17,31.5,14.50,44,14,6,31.8,4,1.00,84,3,4,34,13.2,87,37.0,0.0,42.5,820,2017-01-15,2017,01,15,,酒田市国体記念体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,廣田卓三,山本一樹,1,3,4,Lose,97,Away,197,55,10,27.9,13.75,7,2,1,28.6,6,1.50,95,6,5,50,18.8,79,45.0,0.0,57.0
184,73,5,39.7,14.60,2,1,0,50.0,7,1.40,114,2,10,29,7.9,94,49.0,0.0,52.1,821,2017-01-21,2017,01,21,,箕面市第1総合運動場,トヨタ自動車ヴァルキューレ,プレステージ・インターナショナルアランマーレ,加藤信也,金子健一郎,3,2,5,Win,119,Home,202,75,15,37.1,15.00,15,4,0,26.7,6,1.20,110,5,14,42,13.5,103,73.0,0.0,70.9
202,75,15,37.1,15.00,15,4,0,26.7,6,1.20,110,5,14,42,13.5,103,73.0,0.0,70.9,821,2017-01-21,2017,01,21,,箕面市第1総合運動場,プレステージ・インターナショナルアランマーレ,トヨタ自動車ヴァルキューレ,北原勉,小林準,2,3,5,Lose,119,Away,184,73,5,39.7,14.60,2,1,0,50.0,7,1.40,114,2,10,29,7.9,94,49.0,0.0,52.1
154,50,15,32.5,12.50,39,9,9,23.1,10,2.50,83,3,10,25,10.7,83,44.0,0.0,53.0,822,2017-01-21,2017,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,廣田卓三,平上帆澄,1,3,4,Lose,85,Home,161,57,6,35.4,14.25,11,1,1,9.1,1,0.25,94,3,9,38,13.1,72,45.0,0.0,62.5
161,57,6,35.4,14.25,11,1,1,9.1,1,0.25,94,3,9,38,13.1,72,45.0,0.0,62.5,822,2017-01-21,2017,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,1,4,Win,85,Away,154,50,15,32.5,12.50,39,9,9,23.1,10,2.50,83,3,10,25,10.7,83,44.0,0.0,53.0
114,38,6,33.3,12.67,2,1,0,50.0,1,0.33,61,3,3,22,13.0,59,33.0,0.0,55.9,823,2017-01-22,2017,01,22,,箕面市第1総合運動場,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,,0,3,3,Lose,72,Home,127,52,5,40.9,17.33,11,2,1,18.2,4,1.33,74,7,12,23,16.1,58,34.0,0.0,58.6
127,52,5,40.9,17.33,11,2,1,18.2,4,1.33,74,7,12,23,16.1,58,34.0,0.0,58.6,823,2017-01-22,2017,01,22,,箕面市第1総合運動場,プレステージ・インターナショナルアランマーレ,GSS東京サンビームズ,北原勉,小林準,3,0,3,Win,72,Away,114,38,6,33.3,12.67,2,1,0,50.0,1,0.33,61,3,3,22,13.0,59,33.0,0.0,55.9
135,30,17,22.2,10.00,22,2,7,9.1,2,0.67,48,1,2,12,8.3,70,47.0,0.0,67.1,824,2017-01-22,2017,01,22,,箕面市第1総合運動場,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,平上帆澄,0,3,3,Lose,59,Home,126,45,8,35.7,15.00,4,1,0,25.0,4,1.33,73,1,3,23,9.0,45,33.0,0.0,73.3
126,45,8,35.7,15.00,4,1,0,25.0,4,1.33,73,1,3,23,9.0,45,33.0,0.0,73.3,824,2017-01-22,2017,01,22,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,59,Away,135,30,17,22.2,10.00,22,2,7,9.1,2,0.67,48,1,2,12,8.3,70,47.0,0.0,67.1
187,54,17,28.9,13.50,4,0,0,0.0,4,1.00,97,3,6,27,9.4,77,43.0,0.0,55.8,825,2017-01-28,2017,01,28,,碧南市臨海体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,遠藤孔太,3,1,4,Win,101,Home,196,58,17,29.6,14.50,16,3,2,18.8,3,0.75,92,2,15,32,10.4,91,61.0,0.0,67.0
196,58,17,29.6,14.50,16,3,2,18.8,3,0.75,92,2,15,32,10.4,91,61.0,0.0,67.0,825,2017-01-28,2017,01,28,,碧南市臨海体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,小林準,1,3,4,Lose,101,Away,187,54,17,28.9,13.50,4,0,0,0.0,4,1.00,97,3,6,27,9.4,77,43.0,0.0,55.8
181,71,9,39.2,14.20,4,1,1,25.0,10,2.00,109,5,10,36,12.1,84,50.0,0.0,59.5,826,2017-01-28,2017,01,28,,碧南市臨海体育館,トヨタ自動車ヴァルキューレ,GSS東京サンビームズ,加藤信也,金子健一郎,3,2,5,Win,107,Home,190,57,10,30.0,11.40,7,2,0,28.6,6,1.20,95,10,8,27,16.2,98,58.0,0.0,59.2
190,57,10,30.0,11.40,7,2,0,28.6,6,1.20,95,10,8,27,16.2,98,58.0,0.0,59.2,826,2017-01-28,2017,01,28,,碧南市臨海体育館,GSS東京サンビームズ,トヨタ自動車ヴァルキューレ,笛木彰,久保雅,2,3,5,Lose,107,Away,181,71,9,39.2,14.20,4,1,1,25.0,10,2.00,109,5,10,36,12.1,84,50.0,0.0,59.5
139,55,4,39.6,18.33,11,4,0,36.4,4,1.33,74,3,7,25,12.0,63,45.0,0.0,71.4,827,2017-01-29,2017,01,29,,碧南市臨海体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,元場貴哉,3,0,3,Win,66,Home,121,42,9,34.7,14.00,28,6,4,21.4,4,1.33,64,3,1,15,9.6,66,41.0,0.0,62.1
121,42,9,34.7,14.00,28,6,4,21.4,4,1.33,64,3,1,15,9.6,66,41.0,0.0,62.1,827,2017-01-29,2017,01,29,,碧南市臨海体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,平上帆澄,0,3,3,Lose,66,Away,139,55,4,39.6,18.33,11,4,0,36.4,4,1.33,74,3,7,25,12.0,63,45.0,0.0,71.4
167,57,9,34.1,14.25,2,2,0,100.0,5,1.25,90,4,4,31,12.4,73,48.0,0.0,65.8,828,2017-01-29,2017,01,29,,碧南市臨海体育館,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,3,1,4,Win,89,Home,156,48,11,30.8,12.00,3,1,1,33.3,10,2.50,84,3,10,23,9.9,85,53.0,0.0,62.4
156,48,11,30.8,12.00,3,1,1,33.3,10,2.50,84,3,10,23,9.9,85,53.0,0.0,62.4,828,2017-01-29,2017,01,29,,碧南市臨海体育館,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,1,3,4,Lose,89,Away,167,57,9,34.1,14.25,2,2,0,100.0,5,1.25,90,4,4,31,12.4,73,48.0,0.0,65.8
125,47,7,37.6,15.67,3,1,1,33.3,3,1.00,73,4,5,31,16.1,49,29.0,0.0,59.2,829,2017-02-04,2017,02,04,,ヤマト市民体育館前橋（前橋市民体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,60,Home,130,32,11,24.6,10.67,13,2,3,15.4,3,1.00,55,1,5,20,10.9,64,33.0,0.0,51.6
130,32,11,24.6,10.67,13,2,3,15.4,3,1.00,55,1,5,20,10.9,64,33.0,0.0,51.6,829,2017-02-04,2017,02,04,,ヤマト市民体育館前橋（前橋市民体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,廣田卓三,平上帆澄,0,3,3,Lose,60,Away,125,47,7,37.6,15.67,3,1,1,33.3,3,1.00,73,4,5,31,16.1,49,29.0,0.0,59.2
192,73,13,38.0,18.25,4,1,1,25.0,3,0.75,97,2,5,46,13.5,82,51.0,0.0,62.2,830,2017-02-04,2017,02,04,,ヤマト市民体育館前橋（前橋市民体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,1,4,Win,102,Home,166,52,13,31.3,13.00,2,0,0,0.0,7,1.75,88,5,3,31,14.0,92,46.0,0.0,50.0
166,52,13,31.3,13.00,2,0,0,0.0,7,1.75,88,5,3,31,14.0,92,46.0,0.0,50.0,830,2017-02-04,2017,02,04,,ヤマト市民体育館前橋（前橋市民体育館）,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,元場貴哉,1,3,4,Lose,102,Away,192,73,13,38.0,18.25,4,1,1,25.0,3,0.75,97,2,5,46,13.5,82,51.0,0.0,62.2
214,68,10,31.8,17.00,8,2,0,25.0,6,1.50,98,4,8,31,11.2,84,54.0,0.0,64.3,831,2017-02-05,2017,02,05,,ヤマト市民体育館前橋（前橋市民体育館）,ブレス浜松,GSS東京サンビームズ,藤原道生,元場貴哉,3,1,4,Win,106,Home,222,58,13,26.1,14.50,7,0,1,0.0,3,0.75,87,3,3,27,10.5,90,55.0,0.0,61.1
222,58,13,26.1,14.50,7,0,1,0.0,3,0.75,87,3,3,27,10.5,90,55.0,0.0,61.1,831,2017-02-05,2017,02,05,,ヤマト市民体育館前橋（前橋市民体育館）,GSS東京サンビームズ,ブレス浜松,笛木彰,久保雅,1,3,4,Lose,106,Away,214,68,10,31.8,17.00,8,2,0,25.0,6,1.50,98,4,8,31,11.2,84,54.0,0.0,64.3
142,59,8,41.5,19.67,4,0,1,0.0,4,1.33,79,2,2,38,14.6,58,30.0,0.0,51.7,832,2017-02-05,2017,02,05,,ヤマト市民体育館前橋（前橋市民体育館）,群馬銀行グリーンウイングス,トヨタ自動車ヴァルキューレ,石原昭久,遠藤孔太,3,0,3,Win,73,Home,144,46,7,31.9,15.33,0,0,0,-,3,1.00,64,1,6,28,12.2,75,37.0,0.0,49.3
144,46,7,31.9,15.33,0,0,0,-,3,1.00,64,1,6,28,12.2,75,37.0,0.0,49.3,832,2017-02-05,2017,02,05,,ヤマト市民体育館前橋（前橋市民体育館）,トヨタ自動車ヴァルキューレ,群馬銀行グリーンウイングス,加藤信也,金子健一郎,0,3,3,Lose,73,Away,142,59,8,41.5,19.67,4,0,1,0.0,4,1.33,79,2,2,38,14.6,58,30.0,0.0,51.7
182,54,11,29.7,13.50,5,0,3,0.0,4,1.00,90,5,4,37,14.9,84,41.0,0.0,48.8,833,2017-02-11,2017,02,11,,江戸川区スポーツセンター,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,元場貴哉,1,3,4,Lose,108,Home,195,70,10,35.9,17.50,9,3,2,33.3,11,2.75,101,6,14,43,16.0,85,48.0,0.0,56.5
195,70,10,35.9,17.50,9,3,2,33.3,11,2.75,101,6,14,43,16.0,85,48.0,0.0,56.5,833,2017-02-11,2017,02,11,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,小林準,3,1,4,Win,108,Away,182,54,11,29.7,13.50,5,0,3,0.0,4,1.00,90,5,4,37,14.9,84,41.0,0.0,48.8
119,51,7,42.9,17.00,4,2,0,50.0,7,2.33,75,2,10,17,8.1,53,27.0,0.0,50.9,834,2017-02-11,2017,02,11,,江戸川区スポーツセンター,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,63,Home,112,37,9,33.0,12.33,8,0,3,0.0,2,0.67,61,2,7,25,13.2,64,46.0,0.0,71.9
112,37,9,33.0,12.33,8,0,3,0.0,2,0.67,61,2,7,25,13.2,64,46.0,0.0,71.9,834,2017-02-11,2017,02,11,,江戸川区スポーツセンター,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,廣田卓三,平上帆澄,0,3,3,Lose,63,Away,119,51,7,42.9,17.00,4,2,0,50.0,7,2.33,75,2,10,17,8.1,53,27.0,0.0,50.9
