No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
1,,須崎杏,3,■,■,■,,,18,8,1,44.4,2.67,0,0,0,-,1,0.33,5,0,0,2,10.0,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
6,,矢萩ももこ,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
7,,鬼頭朋子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
8,L,谷内真美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,15.0,0.0,83.3,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
9,,丸山佳穂,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,1,0.0,0.0,0.0,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
10,,柿沼杏奈,3,■,■,□,,,23,2,3,8.7,0.67,1,0,0,0.0,0,-,9,0,0,3,8.3,16,9.0,0.0,56.2,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
11,L,齋藤朱音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
12,,土屋智菜実,3,■,■,■,,,28,5,2,17.9,1.67,0,0,0,-,1,0.33,9,0,1,5,13.9,28,12.0,0.0,42.9,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
13,,三好紗弥香,1,,,□,,,2,2,0,100.0,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
14,,鈴木日葵,3,■,■,■,,,26,9,3,34.6,3.00,0,0,0,-,0,-,8,0,2,5,15.6,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
15,,寺坂茜,3,■,■,■,,,26,9,1,34.6,3.00,1,0,0,0.0,1,0.33,11,1,1,2,13.6,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
16,,小林愛里,2,,□,■,,,9,2,1,22.2,1.00,0,0,0,-,0,-,3,0,0,1,8.3,4,2.0,0.0,50.0,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
17,,栗田楓,3,■,■,■,,,5,2,0,40.0,0.67,0,0,0,-,0,-,10,0,0,1,2.5,0,0.0,0.0,-,801,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,0,3,3,Lose,76,Away
1,,重松史乃,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
2,,村尾葉津樹,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,11,0,1,2,4.5,2,2.0,0.0,100.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
4,L,平岩沙紀,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,8.0,0.0,57.1,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
8,,三浦あゆみ,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,3.0,0.0,75.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
9,,秋満由紀子,3,■,■,■,,,36,12,1,33.3,4.00,2,2,0,100.0,0,-,10,0,0,8,20.0,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
12,,百瀬彩夏,3,■,■,■,,,16,7,0,43.8,2.33,0,0,0,-,0,-,7,0,1,3,10.7,4,3.0,0.0,75.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
16,,菊地めぐみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
18,,草野静奈,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
20,L,柴田由夏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
21,,山下真理,3,■,■,■,,,52,15,4,28.8,5.00,4,2,1,50.0,0,-,21,2,0,13,23.1,27,12.0,0.0,44.4,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
24,,縄田香世子,1,,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
25,,高橋美桜,3,■,■,■,,,45,15,2,33.3,5.00,3,0,1,0.0,1,0.33,9,0,0,3,8.3,2,1.0,0.0,50.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
27,,関口梨紗子,3,■,■,■,,,12,4,0,33.3,1.33,0,0,0,-,1,0.33,8,0,0,5,15.6,1,0.0,0.0,0.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
28,,松浦未波,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Home
1,,原まなみ,1,■,,,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
4,,平上帆澄,3,■,■,■,,,9,2,0,22.2,0.67,1,0,0,0.0,0,-,11,0,1,5,11.4,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
5,,宮垣寛子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
6,,平岡みさと,3,■,■,■,,,38,9,4,23.7,3.00,7,1,2,14.3,0,-,12,0,0,5,10.4,2,2.0,0.0,100.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
7,,山本紗良,3,■,■,■,,,20,6,1,30.0,2.00,0,0,0,-,6,2.00,8,0,1,2,6.2,4,2.0,0.0,50.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
8,,坂根朱里,3,■,■,■,,,40,15,0,37.5,5.00,4,1,0,25.0,0,-,9,0,2,4,11.1,20,9.0,0.0,45.0,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
9,,木幡祥子,3,■,■,■,,,29,6,2,20.7,2.00,0,0,0,-,0,-,13,1,1,7,21.2,24,13.0,0.0,54.2,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
13,,正元志歩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
15,,不破沙耶佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
17,L,南涼音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
19,,小林理奈,2,,■,■,,,3,0,0,0.0,-,0,0,0,-,1,0.50,5,0,1,2,10.0,0,0.0,0.0,-,802,2016-11-05,2016,11,05,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,藤田卓也,西本正人,0,3,3,Lose,72,Away
1,,高岡ひかる,1,,□,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
3,,杉山瑠夏,3,■,■,■,,,25,8,1,32.0,2.67,1,1,0,100.0,1,0.33,12,0,1,6,12.5,14,10.0,0.0,71.4,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
4,,佐藤優花,3,■,■,■,,,36,15,0,41.7,5.00,1,0,0,0.0,0,-,13,0,1,4,7.7,7,6.0,0.0,85.7,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
5,,権藤玲奈,3,■,■,■,,,23,12,0,52.2,4.00,0,0,0,-,1,0.33,14,1,1,9,21.8,2,1.0,0.0,50.0,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
6,,佐藤仁美,1,■,,,,,4,2,0,50.0,2.00,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
7,L,後藤真利,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
8,,松尾妃七菜,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,0,-,10,0,0,3,7.5,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
9,,廣田唯,2,□,,□,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
10,L,浅野愛美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,20,15.0,0.0,75.0,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
11,,大橋亜美,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,3,1.0,0.0,33.3,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
13,,竹内碧,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
15,,一森祐希奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
16,,梅木瞳,2,,■,■,,,11,4,1,36.4,2.00,0,0,0,-,0,-,8,0,1,4,12.5,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
18,,浅野美波,3,■,■,■,,,20,10,0,50.0,3.33,0,0,0,-,1,0.33,13,1,2,4,13.8,6,2.0,0.0,33.3,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,トヨタ自動車ヴァルキューレ,大阪スーペリアーズ,加藤信也,金子健一郎,3,0,3,Win,66,Home
1,,原まなみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
4,,平上帆澄,3,■,■,■,,,10,2,0,20.0,0.67,0,0,0,-,2,0.67,10,0,0,3,7.5,8,3.0,0.0,37.5,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
5,,宮垣寛子,1,,□,,,,3,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,2.0,0.0,100.0,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
6,,平岡みさと,3,■,■,■,,,40,11,3,27.5,3.67,3,1,0,33.3,2,0.67,11,0,1,5,11.4,2,0.0,0.0,0.0,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
7,,山本紗良,3,■,■,■,,,16,9,1,56.2,3.00,0,0,0,-,1,0.33,8,0,1,2,6.2,1,1.0,0.0,100.0,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
8,,坂根朱里,3,■,■,■,,,32,9,4,28.1,3.00,1,0,0,0.0,0,-,8,0,1,1,3.1,17,8.0,0.0,47.1,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
9,,木幡祥子,3,■,■,■,,,12,7,0,58.3,2.33,0,0,0,-,0,-,7,0,0,3,10.7,23,13.0,0.0,56.5,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
10,,林仁美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
13,,正元志歩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
15,,不破沙耶佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
16,L,守谷舞,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,6.0,0.0,46.2,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
17,,南涼音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
19,,小林理奈,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,1,0.33,11,0,0,3,6.8,0,0.0,0.0,-,803,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,トヨタ自動車ヴァルキューレ,藤田卓也,西本正人,0,3,3,Lose,66,Away
1,,熊本比奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,95,Home
3,,和途綾香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,95,Home
5,,菅井美貴,4,■,■,■,■,,10,4,0,40.0,1.00,0,0,0,-,2,0.50,24,0,1,12,12.5,5,3.0,0.0,60.0,804,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,95,Home
6,,柴小屋志織,4,■,■,■,■,,15,5,0,33.3,1.25,0,0,0,-,0,-,14,0,0,6,10.7,2,0.0,0.0,0.0,804,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,95,Home
7,L,徳田亜留美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,16.0,0.0,72.7,804,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,95,Home
8,,菅原麻衣,4,■,■,■,■,,28,14,0,50.0,3.50,0,0,0,-,2,0.50,12,0,0,4,8.3,1,1.0,0.0,100.0,804,2016-11-06,2016,11,06,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,95,Home
