AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%
127,47,8,37.0,15.67,14,3,1,21.4,5,1.67,74,6,2,30,17.6,48,14.0,13.0,42.7,811,2017-11-19,2017,11,19,,酒田市国体記念体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,0,3,Win,63,Home,131,31,15,23.7,10.33,8,2,1,25.0,2,0.67,49,2,0,22,15.3,71,21.0,20.0,43.7
131,31,15,23.7,10.33,8,2,1,25.0,2,0.67,49,2,0,22,15.3,71,21.0,20.0,43.7,811,2017-11-19,2017,11,19,,酒田市国体記念体育館,大阪スーペリアーズ,ブレス浜松,廣田卓三,邵師,0,3,3,Lose,63,Away,127,47,8,37.0,15.67,14,3,1,21.4,5,1.67,74,6,2,30,17.6,48,14.0,13.0,42.7
205,60,12,29.3,12.00,1,0,0,0.0,4,0.80,96,7,9,24,11.2,101,40.0,29.0,54.0,812,2017-11-19,2017,11,19,,酒田市国体記念体育館,プレステージ・インターナショナルアランマーレ,群馬銀行グリーンウイングス,北原勉,小林準,2,3,5,Lose,111,Home,185,76,12,41.1,15.20,3,0,0,0.0,9,1.80,112,4,10,29,7.8,86,34.0,22.0,52.3
185,76,12,41.1,15.20,3,0,0,0.0,9,1.80,112,4,10,29,7.8,86,34.0,22.0,52.3,812,2017-11-19,2017,11,19,,酒田市国体記念体育館,群馬銀行グリーンウイングス,プレステージ・インターナショナルアランマーレ,石原昭久,遠藤孔太,3,2,5,Win,111,Away,205,60,12,29.3,12.00,1,0,0,0.0,4,0.80,96,7,9,24,11.2,101,40.0,29.0,54.0
112,43,6,38.4,14.33,0,0,0,-,6,2.00,74,10,4,29,22.0,49,27.0,10.0,65.3,813,2017-11-25,2017,11,25,,柏市中央体育館,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,吉川三博,3,0,3,Win,64,Home,106,26,7,24.5,8.67,8,2,1,25.0,4,1.33,52,6,2,8,14.4,68,24.0,10.0,42.6
106,26,7,24.5,8.67,8,2,1,25.0,4,1.33,52,6,2,8,14.4,68,24.0,10.0,42.6,813,2017-11-25,2017,11,25,,柏市中央体育館,大阪スーペリアーズ,柏エンゼルクロス,廣田卓三,邵師,0,3,3,Lose,64,Away,112,43,6,38.4,14.33,0,0,0,-,6,2.00,74,10,4,29,22.0,49,27.0,10.0,65.3
170,61,8,35.9,15.25,3,2,0,66.7,8,2.00,96,9,13,31,14.1,74,20.0,19.0,39.9,814,2017-11-25,2017,11,25,,高崎市浜川体育館,プレステージ・インターナショナルアランマーレ,GSS東京サンビームズ,北原勉,小林準,3,1,4,Win,102,Home,165,43,8,26.1,10.75,4,0,0,0.0,10,2.50,83,4,9,34,12.3,79,26.0,22.0,46.8
165,43,8,26.1,10.75,4,0,0,0.0,10,2.50,83,4,9,34,12.3,79,26.0,22.0,46.8,814,2017-11-25,2017,11,25,,高崎市浜川体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,山口弥緒,1,3,4,Lose,102,Away,170,61,8,35.9,15.25,3,2,0,66.7,8,2.00,96,9,13,31,14.1,74,20.0,19.0,39.9
131,52,4,39.7,17.33,0,0,0,-,4,1.33,73,8,4,33,20.9,56,29.0,13.0,63.4,815,2017-11-25,2017,11,25,,高崎市浜川体育館,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,,3,0,3,Win,68,Home,115,36,6,31.3,12.00,8,3,0,37.5,3,1.00,57,1,1,14,7.5,69,22.0,14.0,42.0
115,36,6,31.3,12.00,8,3,0,37.5,3,1.00,57,1,1,14,7.5,69,22.0,14.0,42.0,815,2017-11-25,2017,11,25,,高崎市浜川体育館,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,68,Away,131,52,4,39.7,17.33,0,0,0,-,4,1.33,73,8,4,33,20.9,56,29.0,13.0,63.4
150,50,7,33.3,12.50,0,0,0,-,10,2.50,93,4,10,20,7.0,78,38.0,19.0,60.9,816,2017-11-26,2017,11,26,,柏市中央体育館,柏エンゼルクロス,プレステージ・インターナショナルアランマーレ,岩下忠正,吉川三博,3,1,4,Win,100,Home,152,56,10,36.8,14.00,2,2,0,100.0,9,2.25,94,3,13,21,5.3,81,36.0,22.0,58.0
152,56,10,36.8,14.00,2,2,0,100.0,9,2.25,94,3,13,21,5.3,81,36.0,22.0,58.0,816,2017-11-26,2017,11,26,,柏市中央体育館,プレステージ・インターナショナルアランマーレ,柏エンゼルクロス,北原勉,小林準,1,3,4,Lose,100,Away,150,50,7,33.3,12.50,0,0,0,-,10,2.50,93,4,10,20,7.0,78,38.0,19.0,60.9
138,39,9,28.3,13.00,11,1,4,9.1,4,1.33,60,2,1,19,10.8,70,30.0,18.0,55.7,817,2017-11-26,2017,11,26,,高崎市浜川体育館,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,0,3,3,Lose,76,Home,155,52,10,33.5,17.33,7,1,2,14.3,4,1.33,74,5,3,21,12.8,59,30.0,10.0,59.3
155,52,10,33.5,17.33,7,1,2,14.3,4,1.33,74,5,3,21,12.8,59,30.0,10.0,59.3,817,2017-11-26,2017,11,26,,高崎市浜川体育館,GSS東京サンビームズ,ブレス浜松,笛木彰,,3,0,3,Win,76,Away,138,39,9,28.3,13.00,11,1,4,9.1,4,1.33,60,2,1,19,10.8,70,30.0,18.0,55.7
164,57,17,34.8,14.25,1,0,0,0.0,7,1.75,92,11,9,38,19.8,71,29.0,23.0,57.0,818,2017-11-26,2017,11,26,,高崎市浜川体育館,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,,3,1,4,Win,86,Home,150,34,10,22.7,8.50,14,1,1,7.1,3,0.75,75,7,3,19,14.7,82,18.0,22.0,35.4
150,34,10,22.7,8.50,14,1,1,7.1,3,0.75,75,7,3,19,14.7,82,18.0,22.0,35.4,818,2017-11-26,2017,11,26,,高崎市浜川体育館,大阪スーペリアーズ,群馬銀行グリーンウイングス,廣田卓三,邵師,1,3,4,Lose,86,Away,164,57,17,34.8,14.25,1,0,0,0.0,7,1.75,92,11,9,38,19.8,71,29.0,23.0,57.0
223,73,13,32.7,14.60,3,0,0,0.0,4,0.80,103,1,4,22,5.3,93,44.0,19.0,57.5,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,2,3,5,Lose,118,Home,248,69,12,27.8,13.80,6,2,0,33.3,11,2.20,103,4,9,30,9.0,99,54.0,23.0,66.2
248,69,12,27.8,13.80,6,2,0,33.3,11,2.20,103,4,9,30,9.0,99,54.0,23.0,66.2,819,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,小林準,3,2,5,Win,118,Away,223,73,13,32.7,14.60,3,0,0,0.0,4,0.80,103,1,4,22,5.3,93,44.0,19.0,57.5
137,33,10,24.1,11.00,6,2,1,33.3,6,2.00,69,4,5,18,10.5,65,25.0,16.0,50.8,820,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,大阪スーペリアーズ,柏エンゼルクロス,平上帆澄,,0,0,0,Lose,0,Home,139,46,12,33.1,15.33,2,0,1,0.0,8,2.67,73,4,7,24,11.3,64,28.0,18.0,57.8
139,46,12,33.1,15.33,2,0,1,0.0,8,2.67,73,4,7,24,11.3,64,28.0,18.0,57.8,820,2017-12-02,2017,12,02,,おおきにアリーナ舞洲,柏エンゼルクロス,大阪スーペリアーズ,岩下忠正,吉川三博,0,0,0,Win,0,Away,137,33,10,24.1,11.00,6,2,1,33.3,6,2.00,69,4,5,18,10.5,65,25.0,16.0,50.8
122,44,5,36.1,14.67,0,0,0,-,8,2.67,73,6,4,15,12.0,47,26.0,14.0,70.2,821,2017-12-03,2017,12,03,,おおきにアリーナ舞洲,柏エンゼルクロス,ブレス浜松,岩下忠正,吉川三博,3,0,3,Win,69,Home,144,34,12,23.6,11.33,5,0,1,0.0,4,1.33,50,1,3,6,3.5,68,30.0,19.0,58.1
144,34,12,23.6,11.33,5,0,1,0.0,4,1.33,50,1,3,6,3.5,68,30.0,19.0,58.1,821,2017-12-03,2017,12,03,,おおきにアリーナ舞洲,ブレス浜松,柏エンゼルクロス,藤原道生,相田好美,0,3,3,Lose,69,Away,122,44,5,36.1,14.67,0,0,0,-,8,2.67,73,6,4,15,12.0,47,26.0,14.0,70.2
111,30,9,27.0,10.00,4,0,0,0.0,0,0.00,46,3,3,12,11.4,67,27.0,6.0,44.8,822,2017-12-03,2017,12,03,,おおきにアリーナ舞洲,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,62,Home,107,42,5,39.3,14.00,4,1,1,25.0,10,3.33,74,8,7,27,17.6,43,26.0,4.0,65.1
107,42,5,39.3,14.00,4,1,1,25.0,10,3.33,74,8,7,27,17.6,43,26.0,4.0,65.1,822,2017-12-03,2017,12,03,,おおきにアリーナ舞洲,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,62,Away,111,30,9,27.0,10.00,4,0,0,0.0,0,0.00,46,3,3,12,11.4,67,27.0,6.0,44.8
206,72,12,35.0,14.40,3,0,0,0.0,6,1.20,103,4,12,41,10.9,104,53.0,14.0,57.7,823,2017-12-09,2017,12,09,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,GSS東京サンビームズ,石原昭久,遠藤孔太,2,3,5,Lose,118,Home,197,75,14,38.1,15.00,3,0,0,0.0,7,1.40,111,3,6,37,9.7,90,39.0,10.0,48.9
197,75,14,38.1,15.00,3,0,0,0.0,7,1.40,111,3,6,37,9.7,90,39.0,10.0,48.9,823,2017-12-09,2017,12,09,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,群馬銀行グリーンウイングス,笛木彰,久保雅,3,2,5,Win,118,Away,206,72,12,35.0,14.40,3,0,0,0.0,6,1.20,103,4,12,41,10.9,104,53.0,14.0,57.7
99,37,4,37.4,12.33,9,4,1,44.4,8,2.67,74,1,3,24,8.4,42,17.0,7.0,48.8,824,2017-12-09,2017,12,09,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,0,3,Win,63,Home,118,26,16,22.0,8.67,1,0,1,0.0,3,1.00,45,7,2,18,24.4,70,18.0,28.0,45.7
118,26,16,22.0,8.67,1,0,1,0.0,3,1.00,45,7,2,18,24.4,70,18.0,28.0,45.7,824,2017-12-09,2017,12,09,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,ブレス浜松,平上帆澄,,0,3,3,Lose,63,Away,99,37,4,37.4,12.33,9,4,1,44.4,8,2.67,74,1,3,24,8.4,42,17.0,7.0,48.8
164,58,6,35.4,14.50,4,1,0,25.0,10,2.50,93,8,5,47,19.9,68,30.0,3.0,46.3,825,2017-12-10,2017,12,10,,サーラグリーンアリーナ（浜北総合体育館）,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,山口弥緒,3,1,4,Win,92,Home,169,54,9,32.0,13.50,1,1,0,100.0,3,0.75,76,5,8,35,15.5,87,38.0,2.0,44.8
169,54,9,32.0,13.50,1,1,0,100.0,3,0.75,76,5,8,35,15.5,87,38.0,2.0,44.8,825,2017-12-10,2017,12,10,,サーラグリーンアリーナ（浜北総合体育館）,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,1,3,4,Lose,92,Away,164,58,6,35.4,14.50,4,1,0,25.0,10,2.50,93,8,5,47,19.9,68,30.0,3.0,46.3
234,65,11,27.8,13.00,11,2,1,18.2,5,1.00,106,2,4,25,6.8,104,42.0,18.0,49.0,826,2017-12-10,2017,12,10,,サーラグリーンアリーナ（浜北総合体育館）,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,2,3,5,Lose,123,Home,233,75,23,32.2,15.00,1,0,0,0.0,11,2.20,113,8,7,38,13.9,102,54.0,21.0,63.2
233,75,23,32.2,15.00,1,0,0,0.0,11,2.20,113,8,7,38,13.9,102,54.0,21.0,63.2,826,2017-12-10,2017,12,10,,サーラグリーンアリーナ（浜北総合体育館）,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,2,5,Win,123,Away,234,65,11,27.8,13.00,11,2,1,18.2,5,1.00,106,2,4,25,6.8,104,42.0,18.0,49.0
183,56,13,30.6,14.00,1,0,0,0.0,11,2.75,94,6,5,38,15.2,76,25.0,27.0,50.7,831,2018-01-20,2018,01,20,,箕面市第1総合運動場,柏エンゼルクロス,ブレス浜松,岩下忠正,吉川三博,3,1,4,Win,97,Home,191,50,12,26.2,12.50,13,2,1,15.4,8,2.00,82,4,6,20,9.1,89,29.0,17.0,42.1
191,50,12,26.2,12.50,13,2,1,15.4,8,2.00,82,4,6,20,9.1,89,29.0,17.0,42.1,831,2018-01-20,2018,01,20,,箕面市第1総合運動場,ブレス浜松,柏エンゼルクロス,藤原道生,相田好美,1,3,4,Lose,97,Away,183,56,13,30.6,14.00,1,0,0,0.0,11,2.75,94,6,5,38,15.2,76,25.0,27.0,50.7
130,28,8,21.5,9.33,7,1,0,14.3,4,1.33,48,1,4,11,5.7,72,19.0,24.0,43.1,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,大阪スーペリアーズ,群馬銀行グリーンウイングス,平上帆澄,,0,3,3,Lose,63,Home,128,47,12,36.7,15.67,2,0,1,0.0,8,2.67,74,2,1,29,12.2,44,24.0,9.0,64.8
128,47,12,36.7,15.67,2,0,1,0.0,8,2.67,74,2,1,29,12.2,44,24.0,9.0,64.8,832,2018-01-20,2018,01,20,,箕面市第1総合運動場,群馬銀行グリーンウイングス,大阪スーペリアーズ,石原昭久,遠藤孔太,3,0,3,Win,63,Away,130,28,8,21.5,9.33,7,1,0,14.3,4,1.33,48,1,4,11,5.7,72,19.0,24.0,43.1
137,33,14,24.1,11.00,7,0,1,0.0,3,1.00,58,4,7,13,9.5,71,29.0,22.0,56.3,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,ブレス浜松,群馬銀行グリーンウイングス,藤原道生,相田好美,0,3,3,Lose,70,Home,122,47,8,38.5,15.67,0,0,0,-,4,1.33,73,2,2,18,8.2,50,22.0,13.0,57.0
122,47,8,38.5,15.67,0,0,0,-,4,1.33,73,2,2,18,8.2,50,22.0,13.0,57.0,833,2018-01-21,2018,01,21,,箕面市第1総合運動場,群馬銀行グリーンウイングス,ブレス浜松,石原昭久,遠藤孔太,3,0,3,Win,70,Away,137,33,14,24.1,11.00,7,0,1,0.0,3,1.00,58,4,7,13,9.5,71,29.0,22.0,56.3
123,36,8,29.3,12.00,3,1,0,33.3,5,1.67,67,8,3,24,19.8,71,16.0,24.0,39.4,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,大阪スーペリアーズ,GSS東京サンビームズ,平上帆澄,,0,3,3,Lose,72,Home,133,51,9,38.3,17.00,1,0,0,0.0,7,2.33,76,8,4,31,19.4,63,19.0,20.0,46.0
133,51,9,38.3,17.00,1,0,0,0.0,7,2.33,76,8,4,31,19.4,63,19.0,20.0,46.0,834,2018-01-21,2018,01,21,,箕面市第1総合運動場,GSS東京サンビームズ,大阪スーペリアーズ,笛木彰,久保雅,3,0,3,Win,72,Away,123,36,8,29.3,12.00,3,1,0,33.3,5,1.67,67,8,3,24,19.8,71,16.0,24.0,39.4
100,42,2,42.0,14.00,10,3,0,30.0,13,4.33,73,4,6,33,14.7,48,9.0,18.0,37.5,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,0,3,Win,64,Home,116,36,7,31.0,12.00,2,0,0,0.0,1,0.33,53,4,5,17,13.2,66,13.0,17.0,32.6
116,36,7,31.0,12.00,2,0,0,0.0,1,0.33,53,4,5,17,13.2,66,13.0,17.0,32.6,839,2018-02-10,2018,02,10,,江戸川区スポーツセンター,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,,0,3,3,Lose,64,Away,100,42,2,42.0,14.00,10,3,0,30.0,13,4.33,73,4,6,33,14.7,48,9.0,18.0,37.5
184,54,7,29.3,10.80,1,0,0,0.0,7,1.40,80,2,9,24,7.2,99,35.0,29.0,50.0,840,2018-02-10,2018,02,10,,江戸川区スポーツセンター,GSS東京サンビームズ,ブレス浜松,笛木彰,久保雅,2,3,5,Lose,101,Home,161,71,5,44.1,14.20,8,1,1,12.5,10,2.00,108,5,8,35,10.9,71,14.0,33.0,43.0
161,71,5,44.1,14.20,8,1,1,12.5,10,2.00,108,5,8,35,10.9,71,14.0,33.0,43.0,840,2018-02-10,2018,02,10,,江戸川区スポーツセンター,ブレス浜松,GSS東京サンビームズ,藤原道生,相田好美,3,2,5,Win,101,Away,184,54,7,29.3,10.80,1,0,0,0.0,7,1.40,80,2,9,24,7.2,99,35.0,29.0,50.0
197,70,12,35.5,17.50,5,1,2,20.0,6,1.50,96,7,6,38,15.6,84,21.0,35.0,45.8,841,2018-02-11,2018,02,11,,江戸川区スポーツセンター,ブレス浜松,プレステージ・インターナショナルアランマーレ,藤原道生,相田好美,3,1,4,Win,99,Home,178,59,6,33.1,14.75,15,4,2,26.7,6,1.50,91,4,6,28,10.4,90,31.0,21.0,46.1
178,59,6,33.1,14.75,15,4,2,26.7,6,1.50,91,4,6,28,10.4,90,31.0,21.0,46.1,841,2018-02-11,2018,02,11,,江戸川区スポーツセンター,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,小林準,1,3,4,Lose,99,Away,197,70,12,35.5,17.50,5,1,2,20.0,6,1.50,96,7,6,38,15.6,84,21.0,35.0,45.8
104,43,1,41.3,14.33,0,0,0,-,9,3.00,73,3,3,19,9.6,54,28.0,9.0,60.2,842,2018-02-11,2018,02,11,,江戸川区スポーツセンター,GSS東京サンビームズ,柏エンゼルクロス,笛木彰,久保雅,3,0,3,Win,69,Home,138,42,13,30.4,14.00,4,2,0,50.0,7,2.33,57,1,3,16,7.5,69,33.0,15.0,58.7
138,42,13,30.4,14.00,4,2,0,50.0,7,2.33,57,1,3,16,7.5,69,33.0,15.0,58.7,842,2018-02-11,2018,02,11,,江戸川区スポーツセンター,柏エンゼルクロス,GSS東京サンビームズ,岩下忠正,吉川三博,0,3,3,Lose,69,Away,104,43,1,41.3,14.33,0,0,0,-,9,3.00,73,3,3,19,9.6,54,28.0,9.0,60.2
153,41,11,26.8,8.20,1,0,0,0.0,11,2.20,98,6,12,37,12.5,88,39.0,8.0,48.9,843,2018-02-17,2018,02,17,,引佐総合体育館,柏エンゼルクロス,群馬銀行グリーンウイングス,岩下忠正,吉川三博,2,3,5,Lose,105,Home,166,54,22,32.5,10.80,1,0,0,0.0,12,2.40,104,6,15,42,12.3,84,42.0,5.0,53.0
166,54,22,32.5,10.80,1,0,0,0.0,12,2.40,104,6,15,42,12.3,84,42.0,5.0,53.0,843,2018-02-17,2018,02,17,,引佐総合体育館,群馬銀行グリーンウイングス,柏エンゼルクロス,石原昭久,遠藤孔太,3,2,5,Win,105,Away,153,41,11,26.8,8.20,1,0,0,0.0,11,2.20,98,6,12,37,12.5,88,39.0,8.0,48.9
193,63,9,32.6,12.60,19,5,1,26.3,6,1.20,100,7,10,26,11.0,100,43.0,26.0,56.0,844,2018-02-17,2018,02,17,,引佐総合体育館,プレステージ・インターナショナルアランマーレ,GSS東京サンビームズ,北原勉,小林準,2,3,5,Lose,116,Home,191,67,10,35.1,13.40,1,0,0,0.0,12,2.40,107,4,7,28,8.6,88,41.0,16.0,55.7
191,67,10,35.1,13.40,1,0,0,0.0,12,2.40,107,4,7,28,8.6,88,41.0,16.0,55.7,844,2018-02-17,2018,02,17,,引佐総合体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,山口弥緒,3,2,5,Win,116,Away,193,63,9,32.6,12.60,19,5,1,26.3,6,1.20,100,7,10,26,11.0,100,43.0,26.0,56.0
117,51,5,43.6,17.00,3,0,0,0.0,3,1.00,74,7,4,35,19.9,44,26.0,8.0,68.2,845,2018-02-17,2018,02,17,,引佐総合体育館,ブレス浜松,大阪スーペリアーズ,藤原道生,相田好美,3,0,3,Win,61,Home,102,31,7,30.4,10.33,4,0,0,0.0,2,0.67,47,2,3,10,8.0,70,25.0,10.0,42.9
102,31,7,30.4,10.33,4,0,0,0.0,2,0.67,47,2,3,10,8.0,70,25.0,10.0,42.9,845,2018-02-17,2018,02,17,,引佐総合体育館,大阪スーペリアーズ,ブレス浜松,平上帆澄,,0,3,3,Lose,61,Away,117,51,5,43.6,17.00,3,0,0,0.0,3,1.00,74,7,4,35,19.9,44,26.0,8.0,68.2
162,51,6,31.5,12.75,6,2,1,33.3,13,3.25,96,2,11,41,9.9,83,30.0,13.0,44.0,805,2017-11-11,2017,11,11,,青山学院大学体育館,プレステージ・インターナショナルアランマーレ,大阪スーペリアーズ,北原勉,小林準,3,1,4,Win,95,Home,175,54,14,30.9,13.50,14,5,2,35.7,6,1.50,93,5,10,35,12.1,84,19.0,23.0,36.3
175,54,14,30.9,13.50,14,5,2,35.7,6,1.50,93,5,10,35,12.1,84,19.0,23.0,36.3,805,2017-11-11,2017,11,11,,青山学院大学体育館,大阪スーペリアーズ,プレステージ・インターナショナルアランマーレ,平上帆澄,邵師,1,3,4,Lose,95,Away,162,51,6,31.5,12.75,6,2,1,33.3,13,3.25,96,2,11,41,9.9,83,30.0,13.0,44.0
116,38,5,32.8,12.67,3,1,0,33.3,2,0.67,58,2,0,15,9.9,62,24.0,16.0,51.6,806,2017-11-11,2017,11,11,,青山学院大学体育館,GSS東京サンビームズ,柏エンゼルクロス,笛木彰,久保雅,0,3,3,Lose,68,Home,110,40,3,36.4,13.33,1,0,0,0.0,15,5.00,73,8,6,22,16.4,56,22.0,19.0,56.2
