No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
1,,谷口由美恵,3,■,■,■,,,35,10,1,28.6,3.33,0,0,0,-,0,-,7,0,0,2,7.1,19,9.0,0.0,47.4,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
3,,巳之口祐美,3,■,■,■,,,32,8,3,25.0,2.67,0,0,0,-,0,-,11,1,0,6,20.9,22,9.0,0.0,40.9,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
4,,津野里織,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,2,0.0,0.0,0.0,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
5,,長野仁美,3,■,■,■,,,13,6,1,46.2,2.00,0,0,0,-,3,1.00,6,0,1,2,8.3,0,0.0,0.0,-,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
6,,萩生田弘美,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,8,1,0,1,13.1,0,0.0,0.0,-,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
7,,田巻由貴子,3,■,■,■,,,5,1,0,20.0,0.33,0,0,0,-,1,0.33,12,0,1,3,6.2,0,0.0,0.0,-,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
10,L,定別當彩,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,12.0,0.0,75.0,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
11,,松田直子,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,1,1.0,0.0,100.0,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
12,,長野友紀,3,■,■,■,,,34,11,3,32.4,3.67,3,1,0,33.3,0,-,8,0,0,4,12.5,6,4.0,0.0,66.7,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
15,,滝沢ひとみ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,801,2011-12-10,2011,12,10,,多賀城市総合体育館,健祥会レッドハーツ,三洋電機レッドソア,谷口由美恵,,0,3,3,Lose,67,Away
1,,餅田千佳,5,■,■,■,■,■,43,14,2,32.6,2.80,0,0,0,-,0,-,14,0,1,2,3.6,53,33.0,0.0,62.3,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
4,L,岩永麻里江,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,11.0,0.0,78.6,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
5,L,札場多恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
6,,佐々木夏希,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,1,0,0,33.3,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
8,,足立史織,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,7,0,2,1,3.6,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
10,,遠藤りつこ,5,■,■,■,■,■,0,0,0,-,-,0,0,0,-,0,-,18,0,1,1,1.4,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
11,,佐藤奈美,5,■,■,■,■,■,17,13,0,76.5,2.60,0,0,0,-,2,0.40,8,1,2,2,18.8,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
12,,砂田遥,5,■,■,■,■,■,2,1,0,50.0,0.20,0,0,0,-,0,-,20,2,1,6,16.5,1,1.0,0.0,100.0,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
14,,清水亜寿里,5,■,■,■,■,■,42,7,1,16.7,1.40,1,1,0,100.0,1,0.20,13,0,1,2,3.8,21,7.0,0.0,33.3,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
15,,川上真央,5,■,■,■,■,■,77,32,11,41.6,6.40,28,10,4,35.7,1,0.20,19,1,1,4,9.5,1,1.0,0.0,100.0,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
16,,村松比呂子,3,□,,,□,□,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
18,,渡邊沙織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
19,,清水理央,2,,,□,,□,0,0,0,-,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,PFUブルーキャッツ,仙台ベルフィーユ,寺廻太,前田幸介,3,2,5,Win,108,Home
1,,大須賀咲香,5,■,■,■,■,■,43,18,3,41.9,3.60,0,0,0,-,1,0.20,20,1,2,8,15.0,26,20.0,0.0,76.9,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
2,,雨堤みなみ,5,■,■,■,■,■,40,17,2,42.5,3.40,0,0,0,-,1,0.20,20,3,1,7,20.8,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
3,,芳賀小梨絵,5,■,■,■,■,■,3,0,0,0.0,-,0,0,0,-,1,0.20,14,0,0,1,1.8,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
5,,高橋潤子,5,■,■,■,■,■,30,11,3,36.7,2.20,1,0,0,0.0,1,0.20,19,3,5,3,18.7,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
6,,王亜辰,2,,,,□,□,3,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
8,,中野清香,5,■,■,■,■,■,36,13,1,36.1,2.60,0,0,0,-,0,-,17,1,4,4,10.6,30,22.0,0.0,73.3,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
9,L,三浦知愛,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,36,28.0,0.0,77.8,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
10,,上村麻衣,5,■,■,■,■,■,14,6,2,42.9,1.20,0,0,0,-,1,0.20,15,0,0,9,15.0,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
11,,三友歩美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
12,,板橋恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,802,2011-12-10,2011,12,10,,多賀城市総合体育館,仙台ベルフィーユ,PFUブルーキャッツ,板橋恵,古川靖志,2,3,5,Lose,108,Away
1,,田村真希,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,2,16.7,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
2,L,川村彩菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
3,,岡村貴衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
4,,石橋ちとせ,3,■,■,■,,,26,7,2,26.9,2.33,0,0,0,-,0,-,7,0,1,4,14.3,17,7.0,0.0,41.2,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
5,,渡邊美菜,3,■,■,■,,,13,4,1,30.8,1.33,0,0,0,-,0,-,11,0,0,8,18.2,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
6,,伊藤綾子,3,■,■,■,,,17,6,0,35.3,2.00,0,0,0,-,1,0.33,6,0,1,1,4.2,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
7,,江森圭美,3,■,■,■,,,33,9,2,27.3,3.00,8,0,2,0.0,0,-,9,0,1,5,13.9,33,24.0,0.0,72.7,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
10,,山城未沙,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
11,,丸山祐希,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,10,2,1,1,18.5,1,0.0,0.0,0.0,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
13,,田中芽衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
14,L,菅長愛子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,5.0,0.0,41.7,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
16,,鈴木悠佳子,3,■,■,■,,,33,7,2,21.2,2.33,1,0,0,0.0,0,-,8,1,0,2,16.2,10,5.0,0.0,50.0,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
18,,佐藤由香,2,,□,□,,,10,2,0,20.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,柏エンゼルクロス,KUROBEアクアフェアリーズ,片田瑞己,,0,3,3,Lose,74,Home
1,,伊藤智美,3,■,■,■,,,30,12,2,40.0,4.00,2,0,1,0.0,1,0.33,12,0,0,6,12.5,15,6.0,0.0,40.0,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
2,,徐潔,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
3,,伊藤睦美,3,■,■,■,,,14,6,0,42.9,2.00,1,0,0,0.0,1,0.33,6,0,0,1,4.2,1,0.0,0.0,0.0,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
4,,小菅真弓,3,■,■,■,,,2,1,0,50.0,0.33,0,0,0,-,2,0.67,17,1,0,2,7.6,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
5,,色摩知巳,1,,□,,,,5,1,2,20.0,1.00,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
6,,井西彩乃,3,■,■,■,,,44,20,2,45.5,6.67,1,0,0,0.0,0,-,13,0,1,9,17.3,16,11.0,0.0,68.8,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
7,,田中弓貴,3,■,■,■,,,15,6,2,40.0,2.00,0,0,0,-,0,-,5,0,0,1,5.0,12,4.0,0.0,33.3,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
8,,松浦未波,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
9,,位田愛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
11,,村上菜央,3,■,■,■,,,23,4,3,17.4,1.33,1,0,1,0.0,2,0.67,16,0,0,9,14.1,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
13,,吉川ひかる,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
14,L,小島愛実,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,2.0,0.0,40.0,803,2011-12-10,2011,12,10,,熊谷市立市民体育館,KUROBEアクアフェアリーズ,柏エンゼルクロス,米山弘,,3,0,3,Win,74,Away
1,,門間希,3,■,■,■,,,13,2,0,15.4,0.67,0,0,0,-,1,0.33,10,1,3,2,15.0,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
2,,櫻井樹里,2,,□,■,,,14,3,0,21.4,1.50,1,0,0,0.0,1,0.50,4,0,0,1,6.2,6,3.0,0.0,50.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
3,,山田友香,3,■,■,■,,,25,7,0,28.0,2.33,7,3,0,42.9,1,0.33,5,0,0,0,0.0,18,8.0,0.0,44.4,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
5,,丸山裕子,2,,■,□,,,4,0,0,0.0,-,0,0,0,-,4,2.00,3,0,1,1,8.3,1,1.0,0.0,100.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
6,,渡辺佑梨子,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,1,0,1,35.0,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
7,,栗田琴恵,3,■,■,■,,,3,0,0,0.0,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
8,L,佐藤みなみ,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,7.0,0.0,58.3,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
10,,山崎望,3,■,■,■,,,39,14,1,35.9,4.67,10,2,0,20.0,2,0.67,6,1,0,3,29.2,22,11.0,0.0,50.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
11,,松崎渉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
12,,長池彩代,3,■,■,□,,,9,1,1,11.1,0.33,0,0,0,-,0,-,5,0,0,2,10.0,6,2.0,0.0,33.3,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
13,L,眞鍋春佳,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
14,,田野倉穂美,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
16,,赤西喜代里,3,■,□,■,,,7,2,0,28.6,0.67,0,0,0,-,1,0.33,9,2,0,5,31.7,2,2.0,0.0,100.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,Befcoビービースターズ,埼玉上尾メディックス,藤原道生,佐藤和也,0,3,3,Lose,80,Home
1,,フィオーリンヴァレンティーナ,3,■,■,■,,,27,12,0,44.4,4.00,5,3,0,60.0,1,0.33,12,0,1,6,12.5,19,7.0,0.0,36.8,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
3,,南早希,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,14,0,2,7,12.5,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
4,,庄司夕起,3,■,■,■,,,17,9,0,52.9,3.00,0,0,0,-,4,1.33,5,1,0,3,31.0,1,1.0,0.0,100.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
5,,服部安佑香,3,□,□,□,,,1,1,0,100.0,0.33,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
7,,滝沢ななえ,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
9,,澤畠文子,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
10,,山本友里恵,1,,,□,,,5,1,0,20.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
12,,安藤典莉子,3,■,■,■,,,15,9,1,60.0,3.00,0,0,0,-,3,1.00,12,1,1,3,12.9,0,0.0,0.0,-,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
14,L,平井桃子,1,,,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
15,,細川麻美,3,■,■,■,,,17,9,0,52.9,3.00,0,0,0,-,1,0.33,7,0,1,3,10.7,5,4.0,0.0,80.0,804,2011-12-10,2011,12,10,,熊谷市立市民体育館,埼玉上尾メディックス,Befcoビービースターズ,吉田敏明,藤本幹朗,3,0,3,Win,80,Away
