No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
21,,水上真悠子,4,■,■,■,■,,49,14,4,28.6,3.50,6,2,0,33.3,2,0.50,13,0,1,2,1.9,38,26.0,5.0,75.0,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
1,,オケケアルメソマチ,4,■,■,■,■,,16,4,0,25.0,1.00,3,0,0,0.0,0,-,2,0,0,1,12.5,1,1.0,0.0,100.0,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
2,,前田美紅,4,□,□,□,■,,28,11,1,39.3,2.75,2,1,0,50.0,1,0.25,13,0,3,2,-1.9,18,12.0,0.0,66.7,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
3,,木村友里,3,■,■,■,,,11,1,1,9.1,0.33,1,0,1,0.0,0,-,5,0,0,1,5.0,7,4.0,0.0,57.1,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
4,,菅原里奈,4,■,■,■,■,,12,4,1,33.3,1.00,0,0,0,-,1,0.25,13,0,0,4,7.7,3,2.0,0.0,66.7,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
5,,投野ひかる,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,9,1,0,2,16.7,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
6,,宮本菜月,4,□,□,□,□,,34,8,1,23.5,2.00,2,1,0,50.0,3,0.75,11,0,1,3,4.5,1,1.0,0.0,100.0,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
7,,伊藤摩耶,4,■,■,■,■,,28,14,1,50.0,3.50,0,0,0,-,6,1.50,16,3,2,2,18.8,8,8.0,0.0,100.0,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
9,,草島華穂,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
10,,柳沢紫子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
11,,尾花佳甫,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
12,,石盛めるも,4,□,□,□,□,,2,0,0,0.0,-,0,0,0,-,0,-,15,0,1,5,6.7,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
13,,原田栞里,4,■,■,■,■,,40,16,3,40.0,4.00,1,0,0,0.0,2,0.50,12,1,0,0,8.3,17,9.0,2.0,58.8,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
14,L,長尾のどか,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
15,L,溝口由利香,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,13.0,1.0,79.4,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,プレステージ・インターナショナルアランマーレ,ブレス浜松,北原勉,前田和哉,3,1,4,Win,98,79,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Away
3,,黒田夢乃,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,1.0,73.1,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
4,,石川綾菜,4,■,■,■,■,,41,18,2,43.9,4.50,0,0,0,-,1,0.25,21,1,2,5,8.3,7,3.0,0.0,42.9,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
5,,森田紫,4,■,■,■,■,,29,11,1,37.9,2.75,0,0,0,-,0,-,11,0,2,7,11.4,1,1.0,0.0,100.0,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
6,,君島彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
8,,森田実夢,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
9,,岡村真衣,4,■,■,■,■,,2,0,0,0.0,-,1,0,0,0.0,0,-,14,0,0,5,8.9,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
11,,関根友香,4,■,■,■,■,,15,1,1,6.7,0.25,0,0,0,-,1,0.25,19,1,0,7,14.5,1,0.0,0.0,0.0,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
12,,吉田奈未,4,■,■,■,■,,35,13,1,37.1,3.25,0,0,0,-,1,0.25,7,0,0,4,14.3,29,18.0,2.0,65.5,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
14,L,鶴ヶ崎佳寿葉,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,13.0,0.0,92.9,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
15,,中島優花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
16,,名原寧音,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,1,0,3,35.0,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
19,,鶴田佳菜,4,■,■,■,■,,61,22,5,36.1,5.50,2,1,0,50.0,2,0.50,16,0,0,6,9.4,14,6.0,3.0,53.6,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
21,,松原南,4,□,□,□,□,,10,3,0,30.0,0.75,0,0,0,-,0,-,0,0,0,0,-,5,2.0,0.0,40.0,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,千葉エンゼルクロス,GSS東京サンビームズ,豆田憲昭,荒木優,1,3,4,Lose,92,93,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Home
3,,有川由季乃,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,6,3.0,0.0,50.0,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
4,L,平岩沙紀,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,9.0,1.0,67.9,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
5,,色摩知巳,4,■,■,■,■,,40,8,1,20.0,2.00,1,0,0,0.0,1,0.25,13,0,1,5,7.7,6,3.0,0.0,50.0,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
6,,勝見咲子,2,■,■,,,,14,4,2,28.6,2.00,2,1,0,50.0,1,0.50,7,0,0,3,10.7,3,0.0,1.0,16.7,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
10,,菊地零,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,1,0.25,13,1,0,4,15.4,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
13,,櫻田桃奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
16,,西條華子,4,■,■,■,■,,33,17,1,51.5,4.25,1,1,0,100.0,3,0.75,12,1,0,1,10.4,48,27.0,2.0,58.3,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
17,,勝呂詩保,1,□,,,,,5,1,0,20.0,1.00,0,0,0,-,0,-,0,0,0,0,-,4,2.0,0.0,50.0,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
18,,及川佑加,4,■,■,■,■,,16,4,1,25.0,1.00,0,0,0,-,3,0.75,13,0,2,4,3.8,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
20,,松尾由紀子,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,1,0,1,20.8,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
21,,張心穆意,4,■,■,■,■,,34,13,2,38.2,3.25,0,0,0,-,2,0.50,10,1,1,3,15.0,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
22,,小泉海藍,3,,□,■,■,,17,4,2,23.5,1.33,1,0,0,0.0,3,1.00,13,0,1,1,0.0,7,0.0,1.0,7.1,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
26,L,畠山初音,2,,,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
27,,山本紗貴,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,722,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,GSS東京サンビームズ,千葉エンゼルクロス,色摩知巳,笛木彰,3,1,4,Win,93,92,111,12:00,14:00,314,富田満,佐藤拓男,岡田侑也,戸塚靖,Away
1,,島原玖南,4,■,■,■,■,,8,3,0,37.5,0.75,0,0,0,-,2,0.50,18,0,0,7,9.7,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
2,,中野祐希,4,■,■,■,■,,48,12,3,25.0,3.00,18,5,2,27.8,2,0.50,18,1,0,5,12.5,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
3,,播磨若奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
4,,鈴木沙彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
6,L,松川美咲,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,13.0,2.0,77.8,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
7,,平井裕菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
8,L,荒木里緒,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
9,,山本実奈,4,■,■,■,■,,35,12,3,34.3,3.00,3,1,2,33.3,0,-,13,0,1,3,3.8,33,18.0,1.0,56.1,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
10,,中道香名子,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
11,,小川祐奈,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
13,,浅野奈菜,4,■,■,■,■,,21,8,1,38.1,2.00,0,0,0,-,0,-,19,3,2,9,25.0,6,4.0,1.0,75.0,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
14,,藤原ちひろ,4,■,■,■,■,,16,6,1,37.5,1.50,0,0,0,-,5,1.25,8,1,0,0,12.5,1,0.0,0.0,0.0,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
17,,中齊里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
21,,水上真悠子,4,■,■,■,■,,56,10,1,17.9,2.50,9,2,0,22.2,1,0.25,17,2,1,9,23.5,28,17.0,1.0,62.5,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,元場貴哉,3,1,4,Win,98,95,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Home
3,L,水谷真友,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,9.0,1.0,55.9,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
5,,高橋愛未,4,■,■,■,■,,40,18,3,45.0,4.50,0,0,0,-,2,0.50,10,0,1,3,5.0,42,22.0,2.0,54.8,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
7,,山口真季,4,■,■,■,■,,30,10,2,33.3,2.50,0,0,0,-,1,0.25,15,0,1,4,5.0,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
9,,野上菜月,2,□,,,■,,8,1,2,12.5,0.50,2,0,0,0.0,1,0.50,4,0,0,1,6.2,20,8.0,1.0,42.5,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
10,,野嶋華鈴,3,■,■,■,,,21,8,1,38.1,2.67,3,1,0,33.3,0,-,8,1,0,1,15.6,6,3.0,0.0,50.0,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
11,,平原果歩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
13,L,田中美紅,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2021-11-07,2021,11,07,静岡県,サーラグリーンアリーナ,ルートインホテルズブリリアントアリーズ,ブレス浜松,井上謙,竹内寿郎,1,3,4,Lose,95,98,114,14:50,16:53,517,富田満,糟谷武彦,鈴木健太,戸塚靖,Away
