No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
26,L,畠山初音,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,714,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,色摩知巳,笛木彰,0,3,3,Lose,54,75,76,15:30,16:52,610,小林朝実,勝又怜子,待井広光,樋口裕晃,Away
27,,山本紗貴,3,□,□,■,,,4,0,0,0.0,-,0,0,0,-,0,-,7,1,1,0,10.7,0,0.0,0.0,-,714,2021-10-30,2021,10,30,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ルートインホテルズブリリアントアリーズ,色摩知巳,笛木彰,0,3,3,Lose,54,75,76,15:30,16:52,610,小林朝実,勝又怜子,待井広光,樋口裕晃,Away
1,,島原玖南,5,■,■,■,■,■,5,2,0,40.0,0.40,0,0,0,-,0,-,23,1,0,6,10.9,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
2,,中野祐希,5,■,■,■,■,■,52,12,6,23.1,2.40,11,2,3,18.2,1,0.20,9,0,4,2,-5.6,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
3,,播磨若奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
4,,鈴木沙彩,2,■,■,,,,17,4,1,23.5,2.00,0,0,0,-,0,-,1,0,0,0,0.0,13,5.0,4.0,53.8,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
6,L,松川美咲,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,6.0,1.0,59.1,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
7,,平井裕菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
8,L,荒木里緒,1,,〇,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
9,,山本実奈,4,,□,■,■,■,39,12,2,30.8,3.00,1,0,0,0.0,2,0.50,12,1,3,3,8.3,19,13.0,2.0,73.7,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
10,,中道香名子,3,□,,□,,□,0,0,0,-,-,0,0,0,-,0,-,7,0,0,3,10.7,3,1.0,0.0,33.3,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
11,,小川祐奈,3,□,,,□,□,1,1,0,100.0,0.33,0,0,0,-,0,-,6,0,1,3,8.3,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
13,,浅野奈菜,5,■,■,■,■,■,18,9,1,50.0,1.80,0,0,0,-,1,0.20,18,3,3,4,18.1,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
14,,藤原ちひろ,5,■,■,■,■,■,22,7,0,31.8,1.40,0,0,0,-,1,0.20,16,0,1,1,0.0,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
17,,中齊里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
21,,水上真悠子,5,■,■,■,■,■,65,27,4,41.5,5.40,4,2,0,50.0,2,0.40,18,1,3,4,6.9,51,24.0,11.0,57.8,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ブレス浜松,GSS東京サンビームズ,濱田義弘,山本牧乃,3,2,5,Win,110,103,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Home
3,,有川由季乃,4,□,□,,□,□,0,0,0,-,-,0,0,0,-,0,-,5,0,0,1,5.0,19,6.0,6.0,47.4,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
4,L,平岩沙紀,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,3.0,0.0,75.0,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
5,,色摩知巳,5,■,■,■,■,■,51,13,2,25.5,2.60,0,0,0,-,0,-,14,0,0,3,5.4,9,3.0,1.0,38.9,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
6,,勝見咲子,3,■,■,■,,,24,5,5,20.8,1.67,4,3,1,75.0,1,0.33,10,1,0,1,12.5,11,2.0,4.0,36.4,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
10,,菊地零,4,■,■,■,,□,14,5,0,35.7,1.25,0,0,0,-,1,0.25,10,2,1,1,20.0,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
13,,櫻田桃奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
16,,西條華子,3,■,■,■,,,18,7,1,38.9,2.33,0,0,0,-,3,1.00,11,0,1,3,4.5,25,13.0,6.0,64.0,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
17,,勝呂詩保,4,,□,□,■,■,23,9,2,39.1,2.25,2,2,0,100.0,0,-,6,0,0,2,8.3,14,7.0,3.0,60.7,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
18,,及川佑加,2,,,,■,■,7,4,0,57.1,2.00,0,0,0,-,0,-,8,1,1,2,15.6,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
20,,松尾由紀子,4,,□,□,■,■,2,1,0,50.0,0.25,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
21,,張心穆意,3,■,■,■,,,21,6,1,28.6,2.00,0,0,0,-,0,-,7,0,0,2,7.1,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
22,,小泉海藍,3,,,□,■,■,18,6,3,33.3,2.00,0,0,0,-,0,-,11,1,2,2,9.1,6,3.0,1.0,58.3,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
25,,賀谷明日光,5,■,■,■,■,■,21,6,0,28.6,1.20,0,0,0,-,1,0.20,15,0,0,7,11.7,0,0.0,0.0,-,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
26,L,畠山初音,3,,,〇,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,4.0,1.0,75.0,717,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,GSS東京サンビームズ,ブレス浜松,色摩知巳,笛木彰,2,3,5,Lose,103,110,125,12:00,14:17,360,小林朝実,勝又怜子,木下智宏,橋詰清美,Away
3,L,水谷真友,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,2.0,76.9,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
5,,高橋愛未,4,■,■,■,■,,24,5,8,20.8,1.25,2,0,2,0.0,0,-,13,0,2,3,1.9,31,12.0,3.0,43.5,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
7,,山口真季,4,■,■,■,■,,29,13,0,44.8,3.25,0,0,0,-,3,0.75,13,1,0,5,17.3,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
9,,野上菜月,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,13,1,0,7,21.2,4,1.0,3.0,62.5,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
10,,野嶋華鈴,2,■,■,,,,12,3,1,25.0,1.50,0,0,0,-,0,-,3,0,0,0,0.0,12,5.0,4.0,58.3,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
11,,平原果歩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
13,L,田中美紅,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
14,,村山美佳,4,■,■,■,■,,43,18,4,41.9,4.50,6,1,0,16.7,3,0.75,13,0,3,4,1.9,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
15,,平野七菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
16,,横田実穂,4,■,■,■,■,,6,4,0,66.7,1.00,0,0,0,-,1,0.25,15,0,0,4,6.7,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
17,,小茂田夏海,4,■,■,■,■,,19,9,1,47.4,2.25,0,0,0,-,1,0.25,12,1,1,0,6.2,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
18,,岩本周加,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
19,,富澤結花,3,,□,■,■,,31,16,3,51.6,5.33,2,1,0,50.0,0,-,13,0,0,2,3.8,12,8.0,4.0,83.3,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,ルートインホテルズブリリアントアリーズ,JAぎふリオレーナ,井上謙,竹内寿郎,3,1,4,Win,96,77,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Home
1,,高石明美,4,■,■,■,■,,49,13,3,26.5,3.25,2,1,0,50.0,0,-,8,0,1,0,-3.1,2,0.0,1.0,25.0,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
3,,梅田莉樹子,4,■,■,■,■,,27,7,2,25.9,1.75,5,1,1,20.0,0,-,14,2,1,8,26.8,1,0.0,0.0,0.0,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
4,,皆川莉乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
5,,山本裕香,3,□,,□,□,,7,2,1,28.6,0.67,0,0,0,-,0,-,1,0,0,0,0.0,4,1.0,0.0,25.0,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
6,,宮井遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
8,,岩永明奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
9,,本間真樹子,4,■,■,■,■,,17,3,0,17.6,0.75,0,0,0,-,2,0.50,11,0,0,2,4.5,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
10,L,高橋侑里,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,3.0,0.0,100.0,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
15,,齊藤望,3,□,□,□,,,5,2,0,40.0,0.67,0,0,0,-,0,-,6,0,0,2,8.3,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
16,L,目加田莉央,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,12.0,6.0,62.5,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
17,,唐川愛璃,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,1,0.25,9,0,1,1,0.0,0,0.0,0.0,-,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
18,,浜田栞,4,■,■,■,■,,26,10,0,38.5,2.50,0,0,0,-,0,-,16,0,0,4,6.2,1,0.0,0.0,0.0,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
19,,柳沼優花,4,■,■,■,■,,33,10,0,30.3,2.50,0,0,0,-,0,-,13,0,3,2,-1.9,54,29.0,9.0,62.0,718,2021-10-31,2021,10,31,長野県,上田市自然運動公園総合体育館,JAぎふリオレーナ,ルートインホテルズブリリアントアリーズ,鈴木智大,伊藤徹也,1,3,4,Lose,77,96,99,15:55,17:43,480,小林朝実,水間絵美,待井広光,片平知之,Away
1,,島原玖南,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,2,0.50,19,1,1,3,7.9,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
2,,中野祐希,4,■,■,■,■,,51,14,2,27.5,3.50,14,4,0,28.6,2,0.50,12,1,2,1,6.2,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
3,,播磨若奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
4,,鈴木沙彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
6,L,松川美咲,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,4.0,0.0,80.0,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
7,,平井裕菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
8,L,荒木里緒,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
9,,山本実奈,4,■,■,■,■,,41,9,3,22.0,2.25,0,0,0,-,0,-,5,0,1,1,0.0,39,19.0,5.0,55.1,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
10,,中道香名子,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,1,1,4,19.4,6,5.0,0.0,83.3,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
11,,小川祐奈,2,,□,,□,,1,0,0,0.0,-,1,0,0,0.0,0,-,2,0,0,1,12.5,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
13,,浅野奈菜,4,■,■,■,■,,18,8,1,44.4,2.00,0,0,0,-,0,-,11,0,1,5,9.1,1,1.0,0.0,100.0,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
14,,藤原ちひろ,4,■,■,■,■,,18,5,1,27.8,1.25,0,0,0,-,1,0.25,9,0,0,0,0.0,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
17,,中齊里奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,719,2021-11-06,2021,11,06,静岡県,サーラグリーンアリーナ,ブレス浜松,プレステージ・インターナショナルアランマーレ,濱田義弘,元場貴哉,1,3,4,Lose,79,98,101,15:00,16:50,481,富田満,糟谷武彦,佐藤拓男,戸塚靖,Home
